ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS
3010	413_urine	urine	7	Rumanyo (Gciriku) K.38	tìkámò	tìkámò	t ì/i k á m ò/o	diri1252	-18.1681	20.6678	Atlantic-Congo	1 7 1 7 4 7	AXBYBZ	TIKAMU	8	8.T.C 8.I.V 8.K.C 8.A.V 8.M.C 8.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tì/ikámò/o	0	4492
3382	413_urine	urine	8	Lega D.25	sʊ̀	sʊ̀	s ʊ̀	lega1249	-3.83196	27.1424	Atlantic-Congo	3 7	AX	SY	9	9.S.C 9.Y.V	2.0 1.5	sʊ̀	0	4485
3796	413_urine	urine	9	Tswana S.30	rʊ̀tɔ̀	rʊ̀tɔ̀	r ʊ̀/ʊ t ɔ̀/ɔ	tswa1253	-24.368	24.7587	Atlantic-Congo	5 7 1 7	AXBZ	RYTU	10	10.R.C 10.Y.V 10.T.C 10.U.V	2.0 1.5 1.75 0.8	rʊ̀/ʊtɔ̀/ɔ	0	4491
3797	413_urine	urine	9	Tswana S.30	tɬʰàpɔ̀	tɬʰàpɔ̀	t ɬʰ à/a p ɔ̀/ɔ	tswa1253	-24.368	24.7587	Atlantic-Congo	1 5 7 1 7	ACXBZ	TLAPU	10	10.T.C 10.L.C 10.A.V 10.P.C 10.U.V	2.0 1.5 1.5 1.75 0.8	tɬʰà/apɔ̀/ɔ	0	4493
4237	413_urine	urine	10	Yao P.21	kwèésò	kwèésò	k w è/e é/e s ò/o	yaoo1241	-13.6119	35.2387	Atlantic-Congo	1 6 7 7 3 7	ACXYBZ	KWEESU	2	2.K.C 2.W.C 2.E.V 2.E.V 2.S.C 2.U.V	2.0 1.5 1.5 1.3 1.75 0.8	kwè/eé/esò/o	0	4486
446	414_vein	vein	1	Kinyamwezi F22	àànzí	àànzí	à/a à/a n z í/i	nyam1276	-5.08559	32.94452	Atlantic-Congo	7 7 4 3 7	XYMBZ	AANSI	1	1.A.V 1.A.V 1.N.c 1.S.C 1.I.V	1.5 1.3 1.1 1.75 0.8	à/aà/anzí/i	0	4498
879	414_vein	vein	2	Bukusu E.31c	sjà	sjà	s j à/a	buku1249	0.68043	34.7719	Atlantic-Congo	3 6 7	ACX	SJA	3	3.S.C 3.J.C 3.A.V	2.0 1.5 1.5	sjà/a	1	4499
1268	414_vein	vein	3	Koyo C.24	sìsá	sìsá	s ì/i s á/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	3 7 3 7	AXBZ	SISA	4	4.S.C 4.I.V 4.S.C 4.A.V	2.0 1.5 1.75 0.8	sì/isá/a	0	4500
1683	414_vein	vein	4	Bemba M.42	ʃìlà	ʃìlà	ʃ ì/i l à/a	bemb1257	-10.6122	29.2993	Atlantic-Congo	3 7 5 7	AXBZ	SILA	5	5.S.C 5.I.V 5.L.C 5.A.V	2.0 1.5 1.75 0.8	ʃì/ilà/a	1	4501
2084	414_vein	vein	5	Basaa A.43a	kàŋ	kàŋ	k à/a ŋ	basa1284	3.80765	10.4213	Atlantic-Congo	1 7 4	AXN	KAN	6	6.K.C 6.A.V 6.N.c	2.0 1.5 0.8	kà/aŋ	1	4502
2570	414_vein	vein	6	Asu G.22	gè	gè	g è/e	asut1235	-4.17978	37.8323	Atlantic-Congo	1 7	AX	KE	7	7.K.C 7.E.V	2.0 1.5	gè/e	0	4503
3011	414_vein	vein	7	Rumanyo (Gciriku) K.38	típà	típà	t í/i p à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	1 7 1 7	AXBZ	TIPA	8	8.T.C 8.I.V 8.P.C 8.A.V	2.0 1.5 1.75 0.8	tí/ipà/a	1	4504
3798	414_vein	vein	9	Tswana S.30	síká	síká	s í/i k á/a	tswa1253	-24.368	24.7587	Atlantic-Congo	3 7 1 7	AXBZ	SIKA	10	10.S.C 10.I.V 10.K.C 10.A.V	2.0 1.5 1.75 0.8	sí/iká/a	0	4505
447	415_village	village	1	Kinyamwezi F22	βààndà	βààndà	β à/a à/a n d à/a	nyam1276	-5.08559	32.94452	Atlantic-Congo	3 7 7 4 1 7	AXYMBZ	BAANTA	1	1.B.C 1.A.V 1.A.V 1.N.c 1.T.C 1.A.V	2.0 1.5 1.3 1.1 1.75 0.8	βà/aà/andà/a	0	4507
448	415_village	village	1	Kinyamwezi F22	zɛ̀ŋgɛ̀lɔ̀	zɛ̀ŋgɛ̀lɔ̀	z ɛ̀/ɛ ŋ g ɛ̀/ɛ l ɔ̀/ɔ	nyam1276	-5.08559	32.94452	Atlantic-Congo	3 7 4 1 7 5 7	AXMBYBZ	SENKELU	1	1.S.C 1.E.V 1.N.c 1.K.C 1.E.V 1.L.C 1.U.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	zɛ̀/ɛŋgɛ̀/ɛlɔ̀/ɔ	0	4515
880	415_village	village	2	Bukusu E.31c	ààlò	ààlò	à/a à/a l ò/o	buku1249	0.68043	34.7719	Atlantic-Congo	7 7 5 7	XYBZ	AALU	3	3.A.V 3.A.V 3.L.C 3.U.V	1.5 1.3 1.75 0.8	à/aà/alò/o	0	4509
1269	415_village	village	3	Koyo C.24	mbógà	mbógà	m b ó/o g à/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	4 1 7 1 7	ACYBZ	MPUKA	4	4.M.C 4.P.C 4.U.V 4.K.C 4.A.V	2.0 1.5 1.3 1.75 0.8	mbó/ogà/a	0	4510
1684	415_village	village	4	Bemba M.42	ʃì	ʃì	ʃ ì/i	bemb1257	-10.6122	29.2993	Atlantic-Congo	3 7	AX	SI	5	5.S.C 5.I.V	2.0 1.5	ʃì/i	0	4508
2085	415_village	village	5	Basaa A.43a	kɔ̀ŋ	kɔ̀ŋ	k ɔ̀/ɔ ŋ	basa1284	3.80765	10.4213	Atlantic-Congo	1 7 4	AXN	KUN	6	6.K.C 6.U.V 6.N.c	2.0 1.5 0.8	kɔ̀/ɔŋ	1	4511
2571	415_village	village	6	Asu G.22	zì	zì	z ì/i	asut1235	-4.17978	37.8323	Atlantic-Congo	3 7	AX	SI	7	7.S.C 7.I.V	2.0 1.5	zì/i	0	4508
3012	415_village	village	7	Rumanyo (Gciriku) K.38	dóròpà	dóròpà	d ó/o r ò/o p à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	1 7 5 7 1 7	AXBYBZ	TURUPA	8	8.T.C 8.U.V 8.R.C 8.U.V 8.P.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	dó/orò/opà/a	0	4512
3383	415_village	village	8	Lega D.25	ɩ̌nò	ɩ̌nò	ɩ̌/i n ò/o	lega1249	-3.83196	27.1424	Atlantic-Congo	7 4 7	XBZ	INU	9	9.I.V 9.N.C 9.U.V	1.5 1.75 0.8	ɩ̌/inò/o	0	4513
3799	415_village	village	9	Tswana S.30	tsɩ̀	tsɩ̀	ts ɩ̀/i	tswa1253	-24.368	24.7587	Atlantic-Congo	2 7	AX	CI	10	10.C.C 10.I.V	2.0 1.5	tsɩ̀/i	0	4514
4238	415_village	village	10	Yao P.21	sì	sì	s ì/i	yaoo1241	-13.6119	35.2387	Atlantic-Congo	3 7	AX	SI	2	2.S.C 2.I.V	2.0 1.5	sì/i	0	4508
449	416_voice	voice	1	Kinyamwezi F22	zwìí	zwìí	z w ì/i í/i	nyam1276	-5.08559	32.94452	Atlantic-Congo	3 6 7 7	ACXZ	SWII	1	1.S.C 1.W.C 1.I.V 1.I.V	2.0 1.5 1.5 0.8	zwì/ií/i	1	4519
881	416_voice	voice	2	Bukusu E.31c	kònò	kònò	k ò/o n ò/o	buku1249	0.68043	34.7719	Atlantic-Congo	1 7 4 7	AXBZ	KUNU	3	3.K.C 3.U.V 3.N.C 3.U.V	2.0 1.5 1.75 0.8	kò/onò/o	0	4521
1270	416_voice	voice	3	Koyo C.24	kíŋgú	kíŋgú	k í/i ŋ g ú/u	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 7 4 1 7	AXMBZ	KINKY	4	4.K.C 4.I.V 4.N.c 4.K.C 4.Y.V	2.0 1.5 1.1 1.75 0.8	kí/iŋgú/u	1	4522
1685	416_voice	voice	4	Bemba M.42	ʃíwí	ʃíwí	ʃ í/i w í/i	bemb1257	-10.6122	29.2993	Atlantic-Congo	3 7 6 7	AXBZ	SIWI	5	5.S.C 5.I.V 5.W.C 5.I.V	2.0 1.5 1.75 0.8	ʃí/iwí/i	0	4523
2086	416_voice	voice	5	Basaa A.43a	kíŋ	kíŋ	k í/i ŋ	basa1284	3.80765	10.4213	Atlantic-Congo	1 7 4	AXN	KIN	6	6.K.C 6.I.V 6.N.c	2.0 1.5 0.8	kí/iŋ	1	4524
2572	416_voice	voice	6	Asu G.22	zi	zi	z i	asut1235	-4.17978	37.8323	Atlantic-Congo	3 7	AX	SI	7	7.S.C 7.I.V	2.0 1.5	zi	0	4525
3013	416_voice	voice	7	Rumanyo (Gciriku) K.38	ʝwì	ʝwì	ʝ w ì/i	diri1252	-18.1681	20.6678	Atlantic-Congo	3 6 7	ACX	SWI	8	8.S.C 8.W.C 8.I.V	2.0 1.5 1.5	ʝwì/i	0	4519
3384	416_voice	voice	8	Lega D.25	ʊ̌kì	ʊ̌kì	ʊ̌/ʊ k ì/i	lega1249	-3.83196	27.1424	Atlantic-Congo	7 1 7	XBZ	YKI	9	9.Y.V 9.K.C 9.I.V	1.5 1.75 0.8	ʊ̌/ʊkì/i	1	4526
3800	416_voice	voice	9	Tswana S.30	ǹtswɩ́	ǹtswɩ́	ǹ/n̩ ts w ɩ́/i	tswa1253	-24.368	24.7587	Atlantic-Congo	4 2 6 7	ACCZ	NCWI	10	10.N.C 10.C.C 10.W.C 10.I.V	2.0 1.5 1.5 0.8	ǹ/n̩tswɩ́/i	0	4527
4239	416_voice	voice	10	Yao P.21	lóvé	lóvé	l ó/o v é/e	yaoo1241	-13.6119	35.2387	Atlantic-Congo	5 7 3 7	AXBZ	LUBE	2	2.L.C 2.U.V 2.B.C 2.E.V	2.0 1.5 1.75 0.8	ló/ové/e	0	4520
450	417_vomit	vomit	1	Kinyamwezi F22	lʊ̀ká	lʊ̀ká	l ʊ̀/ʊ k á/a	nyam1276	-5.08559	32.94452	Atlantic-Congo	5 7 1 7	AXBZ	LYKA	1	1.L.C 1.Y.V 1.K.C 1.A.V	2.0 1.5 1.75 0.8	lʊ̀/ʊká/a	0	4530
882	417_vomit	vomit	2	Bukusu E.31c	rùsjà	rùsjà	r ù/u s j à/a	buku1249	0.68043	34.7719	Atlantic-Congo	5 7 3 6 7	AXBCZ	RYSJA	3	3.R.C 3.Y.V 3.S.C 3.J.C 3.A.V	2.0 1.5 1.75 1.5 0.8	rù/usjà/a	0	4532
1271	417_vomit	vomit	3	Koyo C.24	lwáà	lwáà	l w á à/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	5 6 7 7	ACXZ	LWAA	4	4.L.C 4.W.C 4.A.V 4.A.V	2.0 1.5 1.5 0.8	lwáà/a	0	4533
1686	417_vomit	vomit	4	Bemba M.42	lúk	lúk	l ú/u k	bemb1257	-10.6122	29.2993	Atlantic-Congo	5 7 1	AXN	LYK	5	5.L.C 5.Y.V 5.K.c	2.0 1.5 0.8	lú/uk	0	4530
2087	417_vomit	vomit	5	Basaa A.43a	lɔ́	lɔ́	l ɔ́/ɔ	basa1284	3.80765	10.4213	Atlantic-Congo	5 7	AX	LU	6	6.L.C 6.U.V	2.0 1.5	lɔ́/ɔ	1	4534
2573	417_vomit	vomit	6	Asu G.22	táhìkà	táhìkà	t á h ì/i k à/a	asut1235	-4.17978	37.8323	Atlantic-Congo	1 7 3 7 1 7	AXBYBZ	TAHIKA	7	7.T.C 7.A.V 7.H.C 7.I.V 7.K.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	táhì/ikà/a	0	4531
3014	417_vomit	vomit	7	Rumanyo (Gciriku) K.38	rûkà	rûkà	r û/u k à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	5 7 1 7	AXBZ	RYKA	8	8.R.C 8.Y.V 8.K.C 8.A.V	2.0 1.5 1.75 0.8	rû/ukà/a	0	4530
3385	417_vomit	vomit	8	Lega D.25	sálà	sálà	s á l à/a	lega1249	-3.83196	27.1424	Atlantic-Congo	3 7 5 7	AXBZ	SALA	9	9.S.C 9.A.V 9.L.C 9.A.V	2.0 1.5 1.75 0.8	sálà/a	0	4535
3801	417_vomit	vomit	9	Tswana S.30	tɬʰátsá	tɬʰátsá	t ɬʰ á ts á/a	tswa1253	-24.368	24.7587	Atlantic-Congo	1 5 7 2 7	ACXBZ	TLACA	10	10.T.C 10.L.C 10.A.V 10.C.C 10.A.V	2.0 1.5 1.5 1.75 0.8	tɬʰátsá/a	0	4536
4240	417_vomit	vomit	10	Yao P.21	tapika	tapika	t a p i k a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	1 7 1 7 1 7	AXBYBZ	TAPIKA	2	2.T.C 2.A.V 2.P.C 2.I.V 2.K.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	tapika	0	4531
451	418_war	war	1	Kinyamwezi F22	lʊ̀gʊ̀ʊ́	lʊ̀gʊ̀ʊ́	l ʊ̀/ʊ g ʊ̀/ʊ ʊ́/ʊ	nyam1276	-5.08559	32.94452	Atlantic-Congo	5 7 1 7 7	AXBYZ	LYKYY	1	1.L.C 1.Y.V 1.K.C 1.Y.V 1.Y.V	2.0 1.5 1.75 1.3 0.8	lʊ̀/ʊgʊ̀/ʊʊ́/ʊ	0	4541
883	418_war	war	2	Bukusu E.31c	sòòlò	sòòlò	s ò/o ò/o l ò/o	buku1249	0.68043	34.7719	Atlantic-Congo	3 7 7 5 7	AXYBZ	SUULU	3	3.S.C 3.U.V 3.U.V 3.L.C 3.U.V	2.0 1.5 1.3 1.75 0.8	sò/oò/olò/o	0	4542
1272	418_war	war	3	Koyo C.24	bìrá	bìrá	b ì/i r á/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 7 5 7	AXBZ	PIRA	4	4.P.C 4.I.V 4.R.C 4.A.V	2.0 1.5 1.75 0.8	bì/irá/a	0	4543
1687	418_war	war	4	Bemba M.42	tá	tá	t á/a	bemb1257	-10.6122	29.2993	Atlantic-Congo	1 7	AX	TA	5	5.T.C 5.A.V	2.0 1.5	tá/a	1	4544
2088	418_war	war	5	Basaa A.43a	èr	èr	è/e r	basa1284	3.80765	10.4213	Atlantic-Congo	7 5	XN	ER	6	6.E.V 6.R.c	1.5 0.8	è/er	0	4545
2574	418_war	war	6	Asu G.22	ta	ta	t a	asut1235	-4.17978	37.8323	Atlantic-Congo	1 7	AX	TA	7	7.T.C 7.A.V	2.0 1.5	ta	0	4544
2575	418_war	war	6	Asu G.22	kóndó	kóndó	k ó/o n d ó/o	asut1235	-4.17978	37.8323	Atlantic-Congo	1 7 4 1 7	AXMBZ	KUNTU	7	7.K.C 7.U.V 7.N.c 7.T.C 7.U.V	2.0 1.5 1.1 1.75 0.8	kó/ondó/o	0	4549
3015	418_war	war	7	Rumanyo (Gciriku) K.38	ítà	ítà	í/i t à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	7 1 7	XBZ	ITA	8	8.I.V 8.T.C 8.A.V	1.5 1.75 0.8	í/ità/a	0	4546
3386	418_war	war	8	Lega D.25	rá	rá	r á/a	lega1249	-3.83196	27.1424	Atlantic-Congo	5 7	AX	RA	9	9.R.C 9.A.V	2.0 1.5	rá/a	0	4547
3802	418_war	war	9	Tswana S.30	ǹtwà	ǹtwà	ǹ/n̩ t w à/a	tswa1253	-24.368	24.7587	Atlantic-Congo	4 1 6 7	ACCZ	NTWA	10	10.N.C 10.T.C 10.W.C 10.A.V	2.0 1.5 1.5 0.8	ǹ/n̩twà/a	0	4548
452	419_water	water	1	Kinyamwezi F22	ììnzɩ́	ììnzɩ́	ì/i ì/i n z ɩ́/i	nyam1276	-5.08559	32.94452	Atlantic-Congo	7 7 4 3 7	XYMBZ	IINSI	1	1.I.V 1.I.V 1.N.c 1.S.C 1.I.V	1.5 1.3 1.1 1.75 0.8	ì/iì/inzɩ́/i	0	4552
884	419_water	water	2	Bukusu E.31c	èèʧ̑ì	èèʧ̑ì	è/e è/e tʃ ì/i	buku1249	0.68043	34.7719	Atlantic-Congo	7 7 1 7	XYBZ	EETI	3	3.E.V 3.E.V 3.T.C 3.I.V	1.5 1.3 1.75 0.8	è/eè/etʃì/i	0	4554
1273	419_water	water	3	Koyo C.24	máà	máà	m á à/a	koyo1242	-0.69688	15.7508	Atlantic-Congo	4 7 7	AXZ	MAA	4	4.M.C 4.A.V 4.A.V	2.0 1.5 0.8	máà/a	0	4555
1688	419_water	water	4	Bemba M.42	ìnʃí	ìnʃí	ì/i n ʃ í/i	bemb1257	-10.6122	29.2993	Atlantic-Congo	7 4 3 7	XMBZ	INSI	5	5.I.V 5.N.c 5.S.C 5.I.V	1.5 1.1 1.75 0.8	ì/inʃí/i	0	4552
2089	419_water	water	5	Basaa A.43a	lép	lép	l é/e p	basa1284	3.80765	10.4213	Atlantic-Congo	5 7 1	AXN	LEP	6	6.L.C 6.E.V 6.P.c	2.0 1.5 0.8	lé/ep	1	4556
2576	419_water	water	6	Asu G.22	ázì	ázì	á/a z ì/i	asut1235	-4.17978	37.8323	Atlantic-Congo	7 3 7	XBZ	ASI	7	7.A.V 7.S.C 7.I.V	1.5 1.75 0.8	á/azì/i	0	4557
2577	419_water	water	6	Asu G.22	pómbé	pómbé	p ó/o m b é/e	asut1235	-4.17978	37.8323	Atlantic-Congo	1 7 4 1 7	AXMBZ	PUMPE	7	7.P.C 7.U.V 7.M.c 7.P.C 7.E.V	2.0 1.5 1.1 1.75 0.8	pó/ombé/e	0	4560
3016	419_water	water	7	Rumanyo (Gciriku) K.38	mémà	mémà	m é/e m à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	4 7 4 7	AXBZ	MEMA	8	8.M.C 8.E.V 8.M.C 8.A.V	2.0 1.5 1.75 0.8	mé/emà/a	0	4558
3387	419_water	water	8	Lega D.25	nzɩ̀	nzɩ̀	n z ɩ̀/i	lega1249	-3.83196	27.1424	Atlantic-Congo	4 3 7	ACZ	NSI	9	9.N.C 9.S.C 9.I.V	2.0 1.5 0.8	nzɩ̀/i	0	4552
3803	419_water	water	9	Tswana S.30	mètsí	mètsí	m è/e ts í/i	tswa1253	-24.368	24.7587	Atlantic-Congo	4 7 2 7	AXBZ	MECI	10	10.M.C 10.E.V 10.C.C 10.I.V	2.0 1.5 1.75 0.8	mè/etsí/i	0	4559
4241	419_water	water	10	Yao P.21	éésí	éésí	é/e é/e s í/i	yaoo1241	-13.6119	35.2387	Atlantic-Congo	7 7 3 7	XYBZ	EESI	2	2.E.V 2.E.V 2.S.C 2.I.V	1.5 1.3 1.75 0.8	é/eé/esí/i	0	4553
453	420_we	we	1	Kinyamwezi F22	ììsɛ́	ììsɛ́	ì/i ì/i s ɛ́/ɛ	nyam1276	-5.08559	32.94452	Atlantic-Congo	7 7 3 7	XYBZ	IISE	1	1.I.V 1.I.V 1.S.C 1.E.V	1.5 1.3 1.75 0.8	ì/iì/isɛ́/ɛ	0	4564
885	420_we	we	2	Bukusu E.31c	ßèènè	ßèènè	β è/e è/e n è/e	buku1249	0.68043	34.7719	Atlantic-Congo	3 7 7 4 7	AXYBZ	BEENE	3	3.B.C 3.E.V 3.E.V 3.N.C 3.E.V	2.0 1.5 1.3 1.75 0.8	βè/eè/enè/e	0	4566
1274	420_we	we	3	Koyo C.24	bísú	bísú	b í/i s ú/u	koyo1242	-0.69688	15.7508	Atlantic-Congo	1 7 3 7	AXBZ	PISY	4	4.P.C 4.I.V 4.S.C 4.Y.V	2.0 1.5 1.75 0.8	bí/isú/u	0	4567
2090	420_we	we	5	Basaa A.43a	dì	dì	d ì/i	basa1284	3.80765	10.4213	Atlantic-Congo	1 7	AX	TI	6	6.T.C 6.I.V	2.0 1.5	dì/i	0	4568
2578	420_we	we	6	Asu G.22	úswí	úswí	ú/u s w í/i	asut1235	-4.17978	37.8323	Atlantic-Congo	7 3 6 7	XBCZ	YSWI	7	7.Y.V 7.S.C 7.W.C 7.I.V	1.5 1.75 1.5 0.8	ú/uswí/i	0	4569
3017	420_we	we	7	Rumanyo (Gciriku) K.38	àtwé	àtwé	à/a t w é/e	diri1252	-18.1681	20.6678	Atlantic-Congo	7 1 6 7	XBCZ	ATWE	8	8.A.V 8.T.C 8.W.C 8.E.V	1.5 1.75 1.5 0.8	à/atwé/e	0	4570
3388	420_we	we	8	Lega D.25	bíswé	bíswé	b í/i s w é/e	lega1249	-3.83196	27.1424	Atlantic-Congo	1 7 3 6 7	AXBCZ	PISWE	9	9.P.C 9.I.V 9.S.C 9.W.C 9.E.V	2.0 1.5 1.75 1.5 0.8	bí/iswé/e	0	4571
3804	420_we	we	9	Tswana S.30	rʊ̀ná	rʊ̀ná	r ʊ̀/ʊ n á/a	tswa1253	-24.368	24.7587	Atlantic-Congo	5 7 4 7	AXBZ	RYNA	10	10.R.C 10.Y.V 10.N.C 10.A.V	2.0 1.5 1.75 0.8	rʊ̀/ʊná/a	0	4572
4242	420_we	we	10	Yao P.21	ùwé	ùwé	ù/u w é/e	yaoo1241	-13.6119	35.2387	Atlantic-Congo	7 6 7	XBZ	YWE	2	2.Y.V 2.W.C 2.E.V	1.5 1.75 0.8	ù/uwé/e	0	4565
454	421_wear	wear	1	Kinyamwezi F22	zwàálà	zwàálà	z w à/a á l à/a	nyam1276	-5.08559	32.94452	Atlantic-Congo	3 6 7 7 5 7	ACXYBZ	SWAALA	1	1.S.C 1.W.C 1.A.V 1.A.V 1.L.C 1.A.V	2.0 1.5 1.5 1.3 1.75 0.8	zwà/aálà/a	0	4574
886	421_wear	wear	2	Bukusu E.31c	fwààlà	fwààlà	f w à/a à/a l à/a	buku1249	0.68043	34.7719	Atlantic-Congo	3 6 7 7 5 7	ACXYBZ	BWAALA	3	3.B.C 3.W.C 3.A.V 3.A.V 3.L.C 3.A.V	2.0 1.5 1.5 1.3 1.75 0.8	fwà/aà/alà/a	0	4574
1689	421_wear	wear	4	Bemba M.42	ßìnd	ßìnd	β ì/i n d	bemb1257	-10.6122	29.2993	Atlantic-Congo	3 7 4 1	AXLN	BINT	5	5.B.C 5.I.V 5.N.c 5.T.c	2.0 1.5 1.1 0.8	βì/ind	0	4575
2091	421_wear	wear	5	Basaa A.43a	há	há	h á/a	basa1284	3.80765	10.4213	Atlantic-Congo	3 7	AX	HA	6	6.H.C 6.A.V	2.0 1.5	há/a	1	4576
2579	421_wear	wear	6	Asu G.22	dókà	dókà	d ó/o k à/a	asut1235	-4.17978	37.8323	Atlantic-Congo	1 7 1 7	AXBZ	TUKA	7	7.T.C 7.U.V 7.K.C 7.A.V	2.0 1.5 1.75 0.8	dó/okà/a	0	4577
3018	421_wear	wear	7	Rumanyo (Gciriku) K.38	dwâtà	dwâtà	d w â/a t à/a	diri1252	-18.1681	20.6678	Atlantic-Congo	1 6 7 1 7	ACXBZ	TWATA	8	8.T.C 8.W.C 8.A.V 8.T.C 8.A.V	2.0 1.5 1.5 1.75 0.8	dwâ/atà/a	0	4578
3389	421_wear	wear	8	Lega D.25	bwálà	bwálà	b w á l à/a	lega1249	-3.83196	27.1424	Atlantic-Congo	1 6 7 5 7	ACXBZ	PWALA	9	9.P.C 9.W.C 9.A.V 9.L.C 9.A.V	2.0 1.5 1.5 1.75 0.8	bwálà/a	0	4574
3805	421_wear	wear	9	Tswana S.30	àpàrà	àpàrà	à/a p à/a r à/a	tswa1253	-24.368	24.7587	Atlantic-Congo	7 1 7 5 7	XBYBZ	APARA	10	10.A.V 10.P.C 10.A.V 10.R.C 10.A.V	1.5 1.75 1.3 1.75 0.8	à/apà/arà/a	0	4579
4243	421_wear	wear	10	Yao P.21	waala	waala	w a a l a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	6 7 7 5 7	AXYBZ	WAALA	2	2.W.C 2.A.V 2.A.V 2.L.C 2.A.V	2.0 1.5 1.3 1.75 0.8	waala	0	4574
455	422_well	well	1	Kinyamwezi F22	ììnzɩ́	ììnzɩ́	ì/i ì/i n z ɩ́/i	nyam1276	-5.08559	32.94452	Atlantic-Congo	7 7 4 3 7	XYMBZ	IINSI	1	1.I.V 1.I.V 1.N.c 1.S.C 1.I.V	1.5 1.3 1.1 1.75 0.8	ì/iì/inzɩ́/i	1	4584
887	422_well	well	2	Bukusu E.31c	sèßèlè	sèßèlè	s è/e β è/e l è/e	buku1249	0.68043	34.7719	Atlantic-Congo	3 7 3 7 5 7	AXBYBZ	SEBELE	3	3.S.C 3.E.V 3.B.C 3.E.V 3.L.C 3.E.V	2.0 1.5 1.75 1.3 1.75 0.8	sè/eβè/elè/e	1	4586
1690	422_well	well	4	Bemba M.42	ʃìßà	ʃìßà	ʃ ì/i β à/a	bemb1257	-10.6122	29.2993	Atlantic-Congo	3 7 3 7	AXBZ	SIBA	5	5.S.C 5.I.V 5.B.C 5.A.V	2.0 1.5 1.75 0.8	ʃì/iβà/a	1	4587
2092	422_well	well	5	Basaa A.43a	ŋgɛ́n	ŋgɛ́n	ŋ g ɛ́/ɛ n	basa1284	3.80765	10.4213	Atlantic-Congo	4 1 7 4	ACYN	NKEN	6	6.N.C 6.K.C 6.E.V 6.N.c	2.0 1.5 1.3 0.8	ŋgɛ́/ɛn	1	4588
2580	422_well	well	6	Asu G.22	sima	sima	s i m a	asut1235	-4.17978	37.8323	Atlantic-Congo	3 7 4 7	AXBZ	SIMA	7	7.S.C 7.I.V 7.M.C 7.A.V	2.0 1.5 1.75 0.8	sima	0	4585
3390	422_well	well	8	Lega D.25	lòbà	lòbà	l ò/o b à/a	lega1249	-3.83196	27.1424	Atlantic-Congo	5 7 1 7	AXBZ	LUPA	9	9.L.C 9.U.V 9.P.C 9.A.V	2.0 1.5 1.75 0.8	lò/obà/a	0	4589
3806	422_well	well	9	Tswana S.30	dìbà	dìbà	d ì/i b à/a	tswa1253	-24.368	24.7587	Atlantic-Congo	1 7 1 7	AXBZ	TIPA	10	10.T.C 10.I.V 10.P.C 10.A.V	2.0 1.5 1.75 0.8	dì/ibà/a	0	4590
4244	422_well	well	10	Yao P.21	símà	símà	s í/i m à/a	yaoo1241	-13.6119	35.2387	Atlantic-Congo	3 7 4 7	AXBZ	SIMA	2	2.S.C 2.I.V 2.M.C 2.A.V	2.0 1.5 1.75 0.8	sí/imà/a	0	4585
456	423_what	what	1	Kinyamwezi F22	kɩ̀ɩ́	kɩ̀ɩ́	k ɩ̀/i ɩ́/i	nyam1276	-5.08559	32.94452	Atlantic-Congo	1 7 7	AXZ	KII	1	1.K.C 1.I.V 1.I.V	2.0 1.5 0.8	kɩ̀/iɩ́/i	0	4593
888	423_what	what	2	Bukusu E.31c	sììnà	sììnà	s ìì n à/a	buku1249	0.68043	34.7719	Atlantic-Congo	3 7 4 7	AXBZ	SINA	3	3.S.C 3.I.V 3.N.C 3.A.V	2.0 1.5 1.75 0.8	sììnà/a	0	4595
1275	423_what	what	3	Koyo C.24	ndè	ndè	n d è/e	koyo1242	-0.69688	15.7508	Atlantic-Congo	4 1 7	ACZ	NTE	4	4.N.C 4.T.C 4.E.V	2.0 1.5 0.8	ndè/e	0	4596
2581	423_what	what	6	Asu G.22	kíní	kíní	k í/i n í/i	asut1235	-4.17978	37.8323	Atlantic-Congo	1 7 4 7	AXBZ	KINI	7	7.K.C 7.I.V 7.N.C 7.I.V	2.0 1.5 1.75 0.8	kí/iní/i	0	4597
