index	index_p	rindex	rindex_p	cogid	id_Achang	segment_Achang	segment_Achang_L1	segment_Achang_L2	segment_Achang_L3	segment_Achang_R1	segment_Achang_R2	segment_Achang_R3	SC_Achang	SC_Achang_L1	SC_Achang_L2	SC_Achang_L3	SC_Achang_R1	SC_Achang_R2	SC_Achang_R3	PROSODY_Achang	PROSODY_Achang_L1	PROSODY_Achang_L2	PROSODY_Achang_L3	PROSODY_Achang_R1	PROSODY_Achang_R2	PROSODY_Achang_R3	id_Bela	segment_Bela	segment_Bela_L1	segment_Bela_L2	segment_Bela_L3	segment_Bela_R1	segment_Bela_R2	segment_Bela_R3	SC_Bela	SC_Bela_L1	SC_Bela_L2	SC_Bela_L3	SC_Bela_R1	SC_Bela_R2	SC_Bela_R3	PROSODY_Bela	PROSODY_Bela_L1	PROSODY_Bela_L2	PROSODY_Bela_L3	PROSODY_Bela_R1	PROSODY_Bela_R2	PROSODY_Bela_R3	id_Lashi	segment_Lashi	segment_Lashi_L1	segment_Lashi_L2	segment_Lashi_L3	segment_Lashi_R1	segment_Lashi_R2	segment_Lashi_R3	SC_Lashi	SC_Lashi_L1	SC_Lashi_L2	SC_Lashi_L3	SC_Lashi_R1	SC_Lashi_R2	SC_Lashi_R3	PROSODY_Lashi	PROSODY_Lashi_L1	PROSODY_Lashi_L2	PROSODY_Lashi_L3	PROSODY_Lashi_R1	PROSODY_Lashi_R2	PROSODY_Lashi_R3	id_Maru	segment_Maru	segment_Maru_L1	segment_Maru_L2	segment_Maru_L3	segment_Maru_R1	segment_Maru_R2	segment_Maru_R3	SC_Maru	SC_Maru_L1	SC_Maru_L2	SC_Maru_L3	SC_Maru_R1	SC_Maru_R2	SC_Maru_R3	PROSODY_Maru	PROSODY_Maru_L1	PROSODY_Maru_L2	PROSODY_Maru_L3	PROSODY_Maru_R1	PROSODY_Maru_R2	PROSODY_Maru_R3	id_Phon	segment_Phon	segment_Phon_L1	segment_Phon_L2	segment_Phon_L3	segment_Phon_R1	segment_Phon_R2	segment_Phon_R3	SC_Phon	SC_Phon_L1	SC_Phon_L2	SC_Phon_L3	SC_Phon_R1	SC_Phon_R2	SC_Phon_R3	PROSODY_Phon	PROSODY_Phon_L1	PROSODY_Phon_L2	PROSODY_Phon_L3	PROSODY_Phon_R1	PROSODY_Phon_R2	PROSODY_Phon_R3	id_WrittenBurmese	segment_WrittenBurmese	segment_WrittenBurmese_L1	segment_WrittenBurmese_L2	segment_WrittenBurmese_L3	segment_WrittenBurmese_R1	segment_WrittenBurmese_R2	segment_WrittenBurmese_R3	SC_WrittenBurmese	SC_WrittenBurmese_L1	SC_WrittenBurmese_L2	SC_WrittenBurmese_L3	SC_WrittenBurmese_R1	SC_WrittenBurmese_R2	SC_WrittenBurmese_R3	PROSODY_WrittenBurmese	PROSODY_WrittenBurmese_L1	PROSODY_WrittenBurmese_L2	PROSODY_WrittenBurmese_L3	PROSODY_WrittenBurmese_R1	PROSODY_WrittenBurmese_R2	PROSODY_WrittenBurmese_R3	id_Zaiwa	segment_Zaiwa	segment_Zaiwa_L1	segment_Zaiwa_L2	segment_Zaiwa_L3	segment_Zaiwa_R1	segment_Zaiwa_R2	segment_Zaiwa_R3	SC_Zaiwa	SC_Zaiwa_L1	SC_Zaiwa_L2	SC_Zaiwa_L3	SC_Zaiwa_R1	SC_Zaiwa_R2	SC_Zaiwa_R3	PROSODY_Zaiwa	PROSODY_Zaiwa_L1	PROSODY_Zaiwa_L2	PROSODY_Zaiwa_L3	PROSODY_Zaiwa_R1	PROSODY_Zaiwa_R2	PROSODY_Zaiwa_R3
2	0.4000	4	0.8000	533																																													757	m	-	∅	∅	au	-	²	M	_	∅	∅	A	_	_	4	0	∅	∅	7	0	0																																													758	m	h	∅	∅	au	ŋ	-	M	H	∅	∅	A	N	_	4	3	∅	∅	7	4	0	759	m	-	∅	∅	a	-	³²	M	_	∅	∅	A	_	_	4	0	∅	∅	7	0	0
3	0.6000	3	0.6000	533																																													757	au	m	-	∅	-	²	∅	A	M	_	∅	_	_	∅	7	4	0	∅	0	0	∅																																													758	au	m	h	∅	ŋ	-	∅	A	M	H	∅	N	_	∅	7	4	3	∅	4	0	∅	759	a	m	-	∅	-	³²	∅	A	M	_	∅	_	_	∅	7	4	0	∅	0	0	∅
4	0.8000	2	0.4000	533																																													757	-	au	m	-	²	∅	∅	_	A	M	_	_	∅	∅	0	7	4	0	0	∅	∅																																													758	ŋ	au	m	h	-	∅	∅	N	A	M	H	_	∅	∅	4	7	4	3	0	∅	∅	759	-	a	m	-	³²	∅	∅	_	A	M	_	_	∅	∅	0	7	4	0	0	∅	∅
5	1.0000	1	0.2000	533																																													757	²	-	au	m	∅	∅	∅	_	_	A	M	∅	∅	∅	0	0	7	4	∅	∅	∅																																													758	-	ŋ	au	m	∅	∅	∅	_	N	A	M	∅	∅	∅	0	4	7	4	∅	∅	∅	759	³²	-	a	m	∅	∅	∅	_	_	A	M	∅	∅	∅	0	0	7	4	∅	∅	∅
1	0.2500	4	1.0000	534																																																																			760	n	∅	∅	∅	o	ʔ	³⁴	N	∅	∅	∅	U	H	_	4	∅	∅	∅	7	1	0	761	ɲ	∅	∅	∅	o	-	⁵⁵	N	∅	∅	∅	U	_	_	4	∅	∅	∅	7	0	0																																												
2	0.5000	3	0.7500	534																																																																			760	o	n	∅	∅	ʔ	³⁴	∅	U	N	∅	∅	H	_	∅	7	4	∅	∅	1	0	∅	761	o	ɲ	∅	∅	-	⁵⁵	∅	U	N	∅	∅	_	_	∅	7	4	∅	∅	0	0	∅																																												
3	0.7500	2	0.5000	534																																																																			760	ʔ	o	n	∅	³⁴	∅	∅	H	U	N	∅	_	∅	∅	1	7	4	∅	0	∅	∅	761	-	o	ɲ	∅	⁵⁵	∅	∅	_	U	N	∅	_	∅	∅	0	7	4	∅	0	∅	∅																																												
4	1.0000	1	0.2500	534																																																																			760	³⁴	ʔ	o	n	∅	∅	∅	_	H	U	N	∅	∅	∅	0	1	7	4	∅	∅	∅	761	⁵⁵	-	o	ɲ	∅	∅	∅	_	_	U	N	∅	∅	∅	0	0	7	4	∅	∅	∅																																												
1	0.3333	3	1.0000	537																																													762	g	∅	∅	∅	ə	⁵	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	763	g	∅	∅	∅	ə	²	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																							764	kʷ	∅	∅	∅	a	-	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	537																																													762	ə	g	∅	∅	⁵	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	763	ə	g	∅	∅	²	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							764	a	kʷ	∅	∅	-	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	537																																													762	⁵	ə	g	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	763	²	ə	g	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							764	-	a	kʷ	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																						
1	0.2000	5	1.0000	541																																													765	pʰ	∅	∅	∅	j	ə	k	P	∅	∅	∅	J	E	K	1	∅	∅	∅	6	7	1	766	-	∅	∅	∅	j	a	k	_	∅	∅	∅	J	A	K	0	∅	∅	∅	6	7	1																							767	p	∅	∅	∅	r	a	ɲˀ	P	∅	∅	∅	R	A	N	1	∅	∅	∅	5	7	4	768	pʰ	∅	∅	∅	j	ɪ	k	P	∅	∅	∅	J	I	K	1	∅	∅	∅	6	7	1
2	0.4000	4	0.8000	541																																													765	j	pʰ	∅	∅	ə	k	⁵³	J	P	∅	∅	E	K	_	6	1	∅	∅	7	1	0	766	j	-	∅	∅	a	k	³	J	_	∅	∅	A	K	_	6	0	∅	∅	7	1	0																							767	r	p	∅	∅	a	ɲˀ	-	R	P	∅	∅	A	N	_	5	1	∅	∅	7	4	0	768	j	pʰ	∅	∅	ɪ	k	⁵	J	P	∅	∅	I	K	_	6	1	∅	∅	7	1	0
3	0.6000	3	0.6000	541																																													765	ə	j	pʰ	∅	k	⁵³	∅	E	J	P	∅	K	_	∅	7	6	1	∅	1	0	∅	766	a	j	-	∅	k	³	∅	A	J	_	∅	K	_	∅	7	6	0	∅	1	0	∅																							767	a	r	p	∅	ɲˀ	-	∅	A	R	P	∅	N	_	∅	7	5	1	∅	4	0	∅	768	ɪ	j	pʰ	∅	k	⁵	∅	I	J	P	∅	K	_	∅	7	6	1	∅	1	0	∅
4	0.8000	2	0.4000	541																																													765	k	ə	j	pʰ	⁵³	∅	∅	K	E	J	P	_	∅	∅	1	7	6	1	0	∅	∅	766	k	a	j	-	³	∅	∅	K	A	J	_	_	∅	∅	1	7	6	0	0	∅	∅																							767	ɲˀ	a	r	p	-	∅	∅	N	A	R	P	_	∅	∅	4	7	5	1	0	∅	∅	768	k	ɪ	j	pʰ	⁵	∅	∅	K	I	J	P	_	∅	∅	1	7	6	1	0	∅	∅
5	1.0000	1	0.2000	541																																													765	⁵³	k	ə	j	∅	∅	∅	_	K	E	J	∅	∅	∅	0	1	7	6	∅	∅	∅	766	³	k	a	j	∅	∅	∅	_	K	A	J	∅	∅	∅	0	1	7	6	∅	∅	∅																							767	-	ɲˀ	a	r	∅	∅	∅	_	N	A	R	∅	∅	∅	0	4	7	5	∅	∅	∅	768	⁵	k	ɪ	j	∅	∅	∅	_	K	I	J	∅	∅	∅	0	1	7	6	∅	∅	∅
1	0.2500	4	1.0000	543	769	j	∅	∅	∅	a	m	³	J	∅	∅	∅	A	M	_	6	∅	∅	∅	7	4	0																							770	j	∅	∅	∅	æ̰	m	³	J	∅	∅	∅	E	M	_	6	∅	∅	∅	7	4	0																																													771	r	∅	∅	∅	a	m	-	R	∅	∅	∅	A	M	_	5	∅	∅	∅	7	4	0																						
2	0.5000	3	0.7500	543	769	a	j	∅	∅	m	³	∅	A	J	∅	∅	M	_	∅	7	6	∅	∅	4	0	∅																							770	æ̰	j	∅	∅	m	³	∅	E	J	∅	∅	M	_	∅	7	6	∅	∅	4	0	∅																																													771	a	r	∅	∅	m	-	∅	A	R	∅	∅	M	_	∅	7	5	∅	∅	4	0	∅																						
3	0.7500	2	0.5000	543	769	m	a	j	∅	³	∅	∅	M	A	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅																							770	m	æ̰	j	∅	³	∅	∅	M	E	J	∅	_	∅	∅	4	7	6	∅	0	∅	∅																																													771	m	a	r	∅	-	∅	∅	M	A	R	∅	_	∅	∅	4	7	5	∅	0	∅	∅																						
4	1.0000	1	0.2500	543	769	³	m	a	j	∅	∅	∅	_	M	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅																							770	³	m	æ̰	j	∅	∅	∅	_	M	E	J	∅	∅	∅	0	4	7	6	∅	∅	∅																																													771	-	m	a	r	∅	∅	∅	_	M	A	R	∅	∅	∅	0	4	7	5	∅	∅	∅																						
1	0.2000	5	1.0000	545	772	dʒ	∅	∅	∅	w	ɛ	ʔ	T	∅	∅	∅	W	E	H	1	∅	∅	∅	6	7	1																							773	dʒ	∅	∅	∅	-	ø	m	T	∅	∅	∅	_	U	M	1	∅	∅	∅	0	7	4	774	dʒ	∅	∅	∅	-	o	-	T	∅	∅	∅	_	U	_	1	∅	∅	∅	0	7	0																							775	tsʷ	∅	∅	∅	-	a	t	C	∅	∅	∅	_	A	T	2	∅	∅	∅	0	7	1																						
2	0.4000	4	0.8000	545	772	w	dʒ	∅	∅	ɛ	ʔ	⁵²	W	T	∅	∅	E	H	_	6	1	∅	∅	7	1	0																							773	-	dʒ	∅	∅	ø	m	³²	_	T	∅	∅	U	M	_	0	1	∅	∅	7	4	0	774	-	dʒ	∅	∅	o	-	⁵	_	T	∅	∅	U	_	_	0	1	∅	∅	7	0	0																							775	-	tsʷ	∅	∅	a	t	-	_	C	∅	∅	A	T	_	0	2	∅	∅	7	1	0																						
3	0.6000	3	0.6000	545	772	ɛ	w	dʒ	∅	ʔ	⁵²	∅	E	W	T	∅	H	_	∅	7	6	1	∅	1	0	∅																							773	ø	-	dʒ	∅	m	³²	∅	U	_	T	∅	M	_	∅	7	0	1	∅	4	0	∅	774	o	-	dʒ	∅	-	⁵	∅	U	_	T	∅	_	_	∅	7	0	1	∅	0	0	∅																							775	a	-	tsʷ	∅	t	-	∅	A	_	C	∅	T	_	∅	7	0	2	∅	1	0	∅																						
4	0.8000	2	0.4000	545	772	ʔ	ɛ	w	dʒ	⁵²	∅	∅	H	E	W	T	_	∅	∅	1	7	6	1	0	∅	∅																							773	m	ø	-	dʒ	³²	∅	∅	M	U	_	T	_	∅	∅	4	7	0	1	0	∅	∅	774	-	o	-	dʒ	⁵	∅	∅	_	U	_	T	_	∅	∅	0	7	0	1	0	∅	∅																							775	t	a	-	tsʷ	-	∅	∅	T	A	_	C	_	∅	∅	1	7	0	2	0	∅	∅																						
5	1.0000	1	0.2000	545	772	⁵²	ʔ	ɛ	w	∅	∅	∅	_	H	E	W	∅	∅	∅	0	1	7	6	∅	∅	∅																							773	³²	m	ø	-	∅	∅	∅	_	M	U	_	∅	∅	∅	0	4	7	0	∅	∅	∅	774	⁵	-	o	-	∅	∅	∅	_	_	U	_	∅	∅	∅	0	0	7	0	∅	∅	∅																							775	-	t	a	-	∅	∅	∅	_	T	A	_	∅	∅	∅	0	1	7	0	∅	∅	∅																						
1	0.2500	4	1.0000	546	776	ŋ	∅	∅	∅	-	ɛ	⁵	N	∅	∅	∅	_	E	_	4	∅	∅	∅	0	7	0																																																																																																															777	n	∅	∅	∅	j	ɛ	³²	N	∅	∅	∅	J	E	_	4	∅	∅	∅	6	7	0
2	0.5000	3	0.7500	546	776	-	ŋ	∅	∅	ɛ	⁵	∅	_	N	∅	∅	E	_	∅	0	4	∅	∅	7	0	∅																																																																																																															777	j	n	∅	∅	ɛ	³²	∅	J	N	∅	∅	E	_	∅	6	4	∅	∅	7	0	∅
3	0.7500	2	0.5000	546	776	ɛ	-	ŋ	∅	⁵	∅	∅	E	_	N	∅	_	∅	∅	7	0	4	∅	0	∅	∅																																																																																																															777	ɛ	j	n	∅	³²	∅	∅	E	J	N	∅	_	∅	∅	7	6	4	∅	0	∅	∅
4	1.0000	1	0.2500	546	776	⁵	ɛ	-	ŋ	∅	∅	∅	_	E	_	N	∅	∅	∅	0	7	0	4	∅	∅	∅																																																																																																															777	³²	ɛ	j	n	∅	∅	∅	_	E	J	N	∅	∅	∅	0	7	6	4	∅	∅	∅
1	0.2500	4	1.0000	547																																													778	l	∅	∅	∅	o	ŋ	⁵¹	L	∅	∅	∅	U	N	_	5	∅	∅	∅	7	4	0	779	l	∅	∅	∅	au	ŋ	³	L	∅	∅	∅	A	N	_	5	∅	∅	∅	7	4	0																							780	l	∅	∅	∅	au	ŋ	-	L	∅	∅	∅	A	N	_	5	∅	∅	∅	7	4	0																						
2	0.5000	3	0.7500	547																																													778	o	l	∅	∅	ŋ	⁵¹	∅	U	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅	779	au	l	∅	∅	ŋ	³	∅	A	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅																							780	au	l	∅	∅	ŋ	-	∅	A	L	∅	∅	N	_	∅	7	5	∅	∅	4	0	∅																						
3	0.7500	2	0.5000	547																																													778	ŋ	o	l	∅	⁵¹	∅	∅	N	U	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅	779	ŋ	au	l	∅	³	∅	∅	N	A	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅																							780	ŋ	au	l	∅	-	∅	∅	N	A	L	∅	_	∅	∅	4	7	5	∅	0	∅	∅																						
4	1.0000	1	0.2500	547																																													778	⁵¹	ŋ	o	l	∅	∅	∅	_	N	U	L	∅	∅	∅	0	4	7	5	∅	∅	∅	779	³	ŋ	au	l	∅	∅	∅	_	N	A	L	∅	∅	∅	0	4	7	5	∅	∅	∅																							780	-	ŋ	au	l	∅	∅	∅	_	N	A	L	∅	∅	∅	0	4	7	5	∅	∅	∅																						
1	0.2500	4	1.0000	549	781	dʒ	∅	∅	∅	a	m	³	T	∅	∅	∅	A	M	_	1	∅	∅	∅	7	4	0																							782	dʒ	∅	∅	∅	æ	m	⁵⁴	T	∅	∅	∅	E	M	_	1	∅	∅	∅	7	4	0																																																																																								
2	0.5000	3	0.7500	549	781	a	dʒ	∅	∅	m	³	∅	A	T	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅																							782	æ	dʒ	∅	∅	m	⁵⁴	∅	E	T	∅	∅	M	_	∅	7	1	∅	∅	4	0	∅																																																																																								
3	0.7500	2	0.5000	549	781	m	a	dʒ	∅	³	∅	∅	M	A	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							782	m	æ	dʒ	∅	⁵⁴	∅	∅	M	E	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅																																																																																								
4	1.0000	1	0.2500	549	781	³	m	a	dʒ	∅	∅	∅	_	M	A	T	∅	∅	∅	0	4	7	1	∅	∅	∅																							782	⁵⁴	m	æ	dʒ	∅	∅	∅	_	M	E	T	∅	∅	∅	0	4	7	1	∅	∅	∅																																																																																								
1	0.2000	5	1.0000	551	783	d	∅	∅	∅	w	a	m	T	∅	∅	∅	W	A	M	1	∅	∅	∅	6	7	4																																																																																									784	t	∅	∅	∅	-	u	m	T	∅	∅	∅	_	Y	M	1	∅	∅	∅	0	7	4																						
2	0.4000	4	0.8000	551	783	w	d	∅	∅	a	m	³	W	T	∅	∅	A	M	_	6	1	∅	∅	7	4	0																																																																																									784	-	t	∅	∅	u	m	-	_	T	∅	∅	Y	M	_	0	1	∅	∅	7	4	0																						
3	0.6000	3	0.6000	551	783	a	w	d	∅	m	³	∅	A	W	T	∅	M	_	∅	7	6	1	∅	4	0	∅																																																																																									784	u	-	t	∅	m	-	∅	Y	_	T	∅	M	_	∅	7	0	1	∅	4	0	∅																						
4	0.8000	2	0.4000	551	783	m	a	w	d	³	∅	∅	M	A	W	T	_	∅	∅	4	7	6	1	0	∅	∅																																																																																									784	m	u	-	t	-	∅	∅	M	Y	_	T	_	∅	∅	4	7	0	1	0	∅	∅																						
5	1.0000	1	0.2000	551	783	³	m	a	w	∅	∅	∅	_	M	A	W	∅	∅	∅	0	4	7	6	∅	∅	∅																																																																																									784	-	m	u	-	∅	∅	∅	_	M	Y	_	∅	∅	∅	0	4	7	0	∅	∅	∅																						
1	0.3333	3	1.0000	552																																													785	l	∅	∅	∅	e	³²	∅	L	∅	∅	∅	E	_	∅	5	∅	∅	∅	7	0	∅	786	l	∅	∅	∅	a	⁵	∅	L	∅	∅	∅	A	_	∅	5	∅	∅	∅	7	0	∅																							787	l	∅	∅	∅	eː	-	∅	L	∅	∅	∅	E	_	∅	5	∅	∅	∅	7	0	∅	788	l	∅	∅	∅	ai	⁵³	∅	L	∅	∅	∅	A	_	∅	5	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	552																																													785	e	l	∅	∅	³²	∅	∅	E	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	786	a	l	∅	∅	⁵	∅	∅	A	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅																							787	eː	l	∅	∅	-	∅	∅	E	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅	788	ai	l	∅	∅	⁵³	∅	∅	A	L	∅	∅	_	∅	∅	7	5	∅	∅	0	∅	∅
3	1.0000	1	0.3333	552																																													785	³²	e	l	∅	∅	∅	∅	_	E	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	786	⁵	a	l	∅	∅	∅	∅	_	A	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅																							787	-	eː	l	∅	∅	∅	∅	_	E	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅	788	⁵³	ai	l	∅	∅	∅	∅	_	A	L	∅	∅	∅	∅	0	7	5	∅	∅	∅	∅
1	0.2500	4	1.0000	553	789	tʰ	∅	∅	∅	a	n	³	T	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0																							790	tʰ	∅	∅	∅	ãɪ	-	²	T	∅	∅	∅	A	_	_	1	∅	∅	∅	7	0	0																																																																			791	tʰ	∅	∅	∅	a	n	³²	T	∅	∅	∅	A	N	_	1	∅	∅	∅	7	4	0
2	0.5000	3	0.7500	553	789	a	tʰ	∅	∅	n	³	∅	A	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅																							790	ãɪ	tʰ	∅	∅	-	²	∅	A	T	∅	∅	_	_	∅	7	1	∅	∅	0	0	∅																																																																			791	a	tʰ	∅	∅	n	³²	∅	A	T	∅	∅	N	_	∅	7	1	∅	∅	4	0	∅
3	0.7500	2	0.5000	553	789	n	a	tʰ	∅	³	∅	∅	N	A	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅																							790	-	ãɪ	tʰ	∅	²	∅	∅	_	A	T	∅	_	∅	∅	0	7	1	∅	0	∅	∅																																																																			791	n	a	tʰ	∅	³²	∅	∅	N	A	T	∅	_	∅	∅	4	7	1	∅	0	∅	∅
4	1.0000	1	0.2500	553	789	³	n	a	tʰ	∅	∅	∅	_	N	A	T	∅	∅	∅	0	4	7	1	∅	∅	∅																							790	²	-	ãɪ	tʰ	∅	∅	∅	_	_	A	T	∅	∅	∅	0	0	7	1	∅	∅	∅																																																																			791	³²	n	a	tʰ	∅	∅	∅	_	N	A	T	∅	∅	∅	0	4	7	1	∅	∅	∅
1	0.2000	5	1.0000	554	792	dʒ	∅	∅	∅	ṵ	a̰	t	T	∅	∅	∅	Y	A	T	1	∅	∅	∅	7	7	1																							793	dʒ	∅	∅	∅	w	e	ʔ	T	∅	∅	∅	W	E	H	1	∅	∅	∅	6	7	1																																																																																								
2	0.4000	4	0.8000	554	792	ṵ	dʒ	∅	∅	a̰	t	⁵⁴	Y	T	∅	∅	A	T	_	7	1	∅	∅	7	1	0																							793	w	dʒ	∅	∅	e	ʔ	⁵³	W	T	∅	∅	E	H	_	6	1	∅	∅	7	1	0																																																																																								
3	0.6000	3	0.6000	554	792	a̰	ṵ	dʒ	∅	t	⁵⁴	∅	A	Y	T	∅	T	_	∅	7	7	1	∅	1	0	∅																							793	e	w	dʒ	∅	ʔ	⁵³	∅	E	W	T	∅	H	_	∅	7	6	1	∅	1	0	∅																																																																																								
4	0.8000	2	0.4000	554	792	t	a̰	ṵ	dʒ	⁵⁴	∅	∅	T	A	Y	T	_	∅	∅	1	7	7	1	0	∅	∅																							793	ʔ	e	w	dʒ	⁵³	∅	∅	H	E	W	T	_	∅	∅	1	7	6	1	0	∅	∅																																																																																								
5	1.0000	1	0.2000	554	792	⁵⁴	t	a̰	ṵ	∅	∅	∅	_	T	A	Y	∅	∅	∅	0	1	7	7	∅	∅	∅																							793	⁵³	ʔ	e	w	∅	∅	∅	_	H	E	W	∅	∅	∅	0	1	7	6	∅	∅	∅																																																																																								
1	0.2000	5	1.0000	555																																													794	-	∅	∅	∅	j	o	ŋ	_	∅	∅	∅	J	U	N	0	∅	∅	∅	6	7	4	795	-	∅	∅	∅	j	æu	ŋ	_	∅	∅	∅	J	E	N	0	∅	∅	∅	6	7	4																							796	l	∅	∅	∅	j	a	ɲ	L	∅	∅	∅	J	A	N	5	∅	∅	∅	6	7	4	797	ɹ	∅	∅	∅	-	a	-	R	∅	∅	∅	_	A	_	5	∅	∅	∅	0	7	0
2	0.4000	4	0.8000	555																																													794	j	-	∅	∅	o	ŋ	³	J	_	∅	∅	U	N	_	6	0	∅	∅	7	4	0	795	j	-	∅	∅	æu	ŋ	⁴	J	_	∅	∅	E	N	_	6	0	∅	∅	7	4	0																							796	j	l	∅	∅	a	ɲ	-	J	L	∅	∅	A	N	_	6	5	∅	∅	7	4	0	797	-	ɹ	∅	∅	a	-	³	_	R	∅	∅	A	_	_	0	5	∅	∅	7	0	0
3	0.6000	3	0.6000	555																																													794	o	j	-	∅	ŋ	³	∅	U	J	_	∅	N	_	∅	7	6	0	∅	4	0	∅	795	æu	j	-	∅	ŋ	⁴	∅	E	J	_	∅	N	_	∅	7	6	0	∅	4	0	∅																							796	a	j	l	∅	ɲ	-	∅	A	J	L	∅	N	_	∅	7	6	5	∅	4	0	∅	797	a	-	ɹ	∅	-	³	∅	A	_	R	∅	_	_	∅	7	0	5	∅	0	0	∅
4	0.8000	2	0.4000	555																																													794	ŋ	o	j	-	³	∅	∅	N	U	J	_	_	∅	∅	4	7	6	0	0	∅	∅	795	ŋ	æu	j	-	⁴	∅	∅	N	E	J	_	_	∅	∅	4	7	6	0	0	∅	∅																							796	ɲ	a	j	l	-	∅	∅	N	A	J	L	_	∅	∅	4	7	6	5	0	∅	∅	797	-	a	-	ɹ	³	∅	∅	_	A	_	R	_	∅	∅	0	7	0	5	0	∅	∅
5	1.0000	1	0.2000	555																																													794	³	ŋ	o	j	∅	∅	∅	_	N	U	J	∅	∅	∅	0	4	7	6	∅	∅	∅	795	⁴	ŋ	æu	j	∅	∅	∅	_	N	E	J	∅	∅	∅	0	4	7	6	∅	∅	∅																							796	-	ɲ	a	j	∅	∅	∅	_	N	A	J	∅	∅	∅	0	4	7	6	∅	∅	∅	797	³	-	a	-	∅	∅	∅	_	_	A	_	∅	∅	∅	0	0	7	0	∅	∅	∅
1	0.2000	5	1.0000	556	798	n	∅	∅	∅	j	a	p	N	∅	∅	∅	J	A	P	4	∅	∅	∅	6	7	1																							799	m	∅	∅	∅	j	æ	p	M	∅	∅	∅	J	E	P	4	∅	∅	∅	6	7	1																																																																																								
2	0.4000	4	0.8000	556	798	j	n	∅	∅	a	p	⁴²	J	N	∅	∅	A	P	_	6	4	∅	∅	7	1	0																							799	j	m	∅	∅	æ	p	³	J	M	∅	∅	E	P	_	6	4	∅	∅	7	1	0																																																																																								
3	0.6000	3	0.6000	556	798	a	j	n	∅	p	⁴²	∅	A	J	N	∅	P	_	∅	7	6	4	∅	1	0	∅																							799	æ	j	m	∅	p	³	∅	E	J	M	∅	P	_	∅	7	6	4	∅	1	0	∅																																																																																								
4	0.8000	2	0.4000	556	798	p	a	j	n	⁴²	∅	∅	P	A	J	N	_	∅	∅	1	7	6	4	0	∅	∅																							799	p	æ	j	m	³	∅	∅	P	E	J	M	_	∅	∅	1	7	6	4	0	∅	∅																																																																																								
5	1.0000	1	0.2000	556	798	⁴²	p	a	j	∅	∅	∅	_	P	A	J	∅	∅	∅	0	1	7	6	∅	∅	∅																							799	³	p	æ	j	∅	∅	∅	_	P	E	J	∅	∅	∅	0	1	7	6	∅	∅	∅																																																																																								
1	0.2500	4	1.0000	557	800	d	∅	∅	∅	z	ɔ	⁵	T	∅	∅	∅	S	U	_	1	∅	∅	∅	3	7	0	801	t	∅	∅	∅	-	a	⁵²	T	∅	∅	∅	_	A	_	1	∅	∅	∅	0	7	0	802	d	∅	∅	∅	z	ɔ	⁴⁵	T	∅	∅	∅	S	U	_	1	∅	∅	∅	3	7	0																																													803	tsʰ	∅	∅	∅	-	eː	-	C	∅	∅	∅	_	E	_	2	∅	∅	∅	0	7	0																						
2	0.5000	3	0.7500	557	800	z	d	∅	∅	ɔ	⁵	∅	S	T	∅	∅	U	_	∅	3	1	∅	∅	7	0	∅	801	-	t	∅	∅	a	⁵²	∅	_	T	∅	∅	A	_	∅	0	1	∅	∅	7	0	∅	802	z	d	∅	∅	ɔ	⁴⁵	∅	S	T	∅	∅	U	_	∅	3	1	∅	∅	7	0	∅																																													803	-	tsʰ	∅	∅	eː	-	∅	_	C	∅	∅	E	_	∅	0	2	∅	∅	7	0	∅																						
