index	index_p	rindex	rindex_p	cogid	id_MonpaBalemu	segment_MonpaBalemu	segment_MonpaBalemu_L1	segment_MonpaBalemu_L2	segment_MonpaBalemu_L3	segment_MonpaBalemu_R1	segment_MonpaBalemu_R2	segment_MonpaBalemu_R3	SC_MonpaBalemu	SC_MonpaBalemu_L1	SC_MonpaBalemu_L2	SC_MonpaBalemu_L3	SC_MonpaBalemu_R1	SC_MonpaBalemu_R2	SC_MonpaBalemu_R3	PROSODY_MonpaBalemu	PROSODY_MonpaBalemu_L1	PROSODY_MonpaBalemu_L2	PROSODY_MonpaBalemu_L3	PROSODY_MonpaBalemu_R1	PROSODY_MonpaBalemu_R2	PROSODY_MonpaBalemu_R3	id_MonpaDirang	segment_MonpaDirang	segment_MonpaDirang_L1	segment_MonpaDirang_L2	segment_MonpaDirang_L3	segment_MonpaDirang_R1	segment_MonpaDirang_R2	segment_MonpaDirang_R3	SC_MonpaDirang	SC_MonpaDirang_L1	SC_MonpaDirang_L2	SC_MonpaDirang_L3	SC_MonpaDirang_R1	SC_MonpaDirang_R2	SC_MonpaDirang_R3	PROSODY_MonpaDirang	PROSODY_MonpaDirang_L1	PROSODY_MonpaDirang_L2	PROSODY_MonpaDirang_L3	PROSODY_MonpaDirang_R1	PROSODY_MonpaDirang_R2	PROSODY_MonpaDirang_R3	id_MonpaDirangDum	segment_MonpaDirangDum	segment_MonpaDirangDum_L1	segment_MonpaDirangDum_L2	segment_MonpaDirangDum_L3	segment_MonpaDirangDum_R1	segment_MonpaDirangDum_R2	segment_MonpaDirangDum_R3	SC_MonpaDirangDum	SC_MonpaDirangDum_L1	SC_MonpaDirangDum_L2	SC_MonpaDirangDum_L3	SC_MonpaDirangDum_R1	SC_MonpaDirangDum_R2	SC_MonpaDirangDum_R3	PROSODY_MonpaDirangDum	PROSODY_MonpaDirangDum_L1	PROSODY_MonpaDirangDum_L2	PROSODY_MonpaDirangDum_L3	PROSODY_MonpaDirangDum_R1	PROSODY_MonpaDirangDum_R2	PROSODY_MonpaDirangDum_R3	id_MonpaKalaktang	segment_MonpaKalaktang	segment_MonpaKalaktang_L1	segment_MonpaKalaktang_L2	segment_MonpaKalaktang_L3	segment_MonpaKalaktang_R1	segment_MonpaKalaktang_R2	segment_MonpaKalaktang_R3	SC_MonpaKalaktang	SC_MonpaKalaktang_L1	SC_MonpaKalaktang_L2	SC_MonpaKalaktang_L3	SC_MonpaKalaktang_R1	SC_MonpaKalaktang_R2	SC_MonpaKalaktang_R3	PROSODY_MonpaKalaktang	PROSODY_MonpaKalaktang_L1	PROSODY_MonpaKalaktang_L2	PROSODY_MonpaKalaktang_L3	PROSODY_MonpaKalaktang_R1	PROSODY_MonpaKalaktang_R2	PROSODY_MonpaKalaktang_R3	id_MonpaNamsu	segment_MonpaNamsu	segment_MonpaNamsu_L1	segment_MonpaNamsu_L2	segment_MonpaNamsu_L3	segment_MonpaNamsu_R1	segment_MonpaNamsu_R2	segment_MonpaNamsu_R3	SC_MonpaNamsu	SC_MonpaNamsu_L1	SC_MonpaNamsu_L2	SC_MonpaNamsu_L3	SC_MonpaNamsu_R1	SC_MonpaNamsu_R2	SC_MonpaNamsu_R3	PROSODY_MonpaNamsu	PROSODY_MonpaNamsu_L1	PROSODY_MonpaNamsu_L2	PROSODY_MonpaNamsu_L3	PROSODY_MonpaNamsu_R1	PROSODY_MonpaNamsu_R2	PROSODY_MonpaNamsu_R3	id_MonpaSangti	segment_MonpaSangti	segment_MonpaSangti_L1	segment_MonpaSangti_L2	segment_MonpaSangti_L3	segment_MonpaSangti_R1	segment_MonpaSangti_R2	segment_MonpaSangti_R3	SC_MonpaSangti	SC_MonpaSangti_L1	SC_MonpaSangti_L2	SC_MonpaSangti_L3	SC_MonpaSangti_R1	SC_MonpaSangti_R2	SC_MonpaSangti_R3	PROSODY_MonpaSangti	PROSODY_MonpaSangti_L1	PROSODY_MonpaSangti_L2	PROSODY_MonpaSangti_L3	PROSODY_MonpaSangti_R1	PROSODY_MonpaSangti_R2	PROSODY_MonpaSangti_R3	id_MonpaTembang	segment_MonpaTembang	segment_MonpaTembang_L1	segment_MonpaTembang_L2	segment_MonpaTembang_L3	segment_MonpaTembang_R1	segment_MonpaTembang_R2	segment_MonpaTembang_R3	SC_MonpaTembang	SC_MonpaTembang_L1	SC_MonpaTembang_L2	SC_MonpaTembang_L3	SC_MonpaTembang_R1	SC_MonpaTembang_R2	SC_MonpaTembang_R3	PROSODY_MonpaTembang	PROSODY_MonpaTembang_L1	PROSODY_MonpaTembang_L2	PROSODY_MonpaTembang_L3	PROSODY_MonpaTembang_R1	PROSODY_MonpaTembang_R2	PROSODY_MonpaTembang_R3	id_MonpaTomko	segment_MonpaTomko	segment_MonpaTomko_L1	segment_MonpaTomko_L2	segment_MonpaTomko_L3	segment_MonpaTomko_R1	segment_MonpaTomko_R2	segment_MonpaTomko_R3	SC_MonpaTomko	SC_MonpaTomko_L1	SC_MonpaTomko_L2	SC_MonpaTomko_L3	SC_MonpaTomko_R1	SC_MonpaTomko_R2	SC_MonpaTomko_R3	PROSODY_MonpaTomko	PROSODY_MonpaTomko_L1	PROSODY_MonpaTomko_L2	PROSODY_MonpaTomko_L3	PROSODY_MonpaTomko_R1	PROSODY_MonpaTomko_R2	PROSODY_MonpaTomko_R3
4	0.4444	6	0.6667	2339																																													659	ɲ	ŋ	a	ŋ	i	r	p	N	N	A	N	I	R	P	4	4	7	4	7	5	1																							660	ɲ	-	-	-	u	r	kʰ	N	_	_	_	Y	R	K	4	0	0	0	7	5	1																																													661	ɲ	-	-	-	i	r	p	N	_	_	_	I	R	P	4	0	0	0	7	5	1
5	0.5556	5	0.5556	2339																																													659	i	ɲ	ŋ	a	r	p	o	I	N	N	A	R	P	U	7	4	4	7	5	1	7																							660	u	ɲ	-	-	r	kʰ	ə	Y	N	_	_	R	K	E	7	4	0	0	5	1	7																																													661	i	ɲ	-	-	r	p	a	I	N	_	_	R	P	A	7	4	0	0	5	1	7
6	0.6667	4	0.4444	2339																																													659	r	i	ɲ	ŋ	p	o	-	R	I	N	N	P	U	_	5	7	4	4	1	7	0																							660	r	u	ɲ	-	kʰ	ə	n	R	Y	N	_	K	E	N	5	7	4	0	1	7	4																																													661	r	i	ɲ	-	p	a	n	R	I	N	_	P	A	N	5	7	4	0	1	7	4
7	0.7778	3	0.3333	2339																																													659	p	r	i	ɲ	o	-	∅	P	R	I	N	U	_	∅	1	5	7	4	7	0	∅																							660	kʰ	r	u	ɲ	ə	n	∅	K	R	Y	N	E	N	∅	1	5	7	4	7	4	∅																																													661	p	r	i	ɲ	a	n	∅	P	R	I	N	A	N	∅	1	5	7	4	7	4	∅
8	0.8889	2	0.2222	2339																																													659	o	p	r	i	-	∅	∅	U	P	R	I	_	∅	∅	7	1	5	7	0	∅	∅																							660	ə	kʰ	r	u	n	∅	∅	E	K	R	Y	N	∅	∅	7	1	5	7	4	∅	∅																																													661	a	p	r	i	n	∅	∅	A	P	R	I	N	∅	∅	7	1	5	7	4	∅	∅
9	1.0000	1	0.1111	2339																																													659	-	o	p	r	∅	∅	∅	_	U	P	R	∅	∅	∅	0	7	1	5	∅	∅	∅																							660	n	ə	kʰ	r	∅	∅	∅	N	E	K	R	∅	∅	∅	4	7	1	5	∅	∅	∅																																													661	n	a	p	r	∅	∅	∅	N	A	P	R	∅	∅	∅	4	7	1	5	∅	∅	∅
1	0.1667	6	1.0000	2348																							662	l	∅	∅	∅	a	ŋ	tʃ	L	∅	∅	∅	A	N	T	5	∅	∅	∅	7	4	1	663	l	∅	∅	∅	a	ŋ	tʃ	L	∅	∅	∅	A	N	T	5	∅	∅	∅	7	4	1																																													664	l	∅	∅	∅	a	ŋ	tʃ	L	∅	∅	∅	A	N	T	5	∅	∅	∅	7	4	1																																												
2	0.3333	5	0.8333	2348																							662	a	l	∅	∅	ŋ	tʃ	o	A	L	∅	∅	N	T	U	7	5	∅	∅	4	1	7	663	a	l	∅	∅	ŋ	tʃ	-	A	L	∅	∅	N	T	_	7	5	∅	∅	4	1	0																																													664	a	l	∅	∅	ŋ	tʃ	o	A	L	∅	∅	N	T	U	7	5	∅	∅	4	1	7																																												
3	0.5000	4	0.6667	2348																							662	ŋ	a	l	∅	tʃ	o	i	N	A	L	∅	T	U	I	4	7	5	∅	1	7	7	663	ŋ	a	l	∅	tʃ	-	e	N	A	L	∅	T	_	E	4	7	5	∅	1	0	7																																													664	ŋ	a	l	∅	tʃ	o	i	N	A	L	∅	T	U	I	4	7	5	∅	1	7	7																																												
4	0.6667	3	0.5000	2348																							662	tʃ	ŋ	a	l	o	i	∅	T	N	A	L	U	I	∅	1	4	7	5	7	7	∅	663	tʃ	ŋ	a	l	-	e	∅	T	N	A	L	_	E	∅	1	4	7	5	0	7	∅																																													664	tʃ	ŋ	a	l	o	i	∅	T	N	A	L	U	I	∅	1	4	7	5	7	7	∅																																												
5	0.8333	2	0.3333	2348																							662	o	tʃ	ŋ	a	i	∅	∅	U	T	N	A	I	∅	∅	7	1	4	7	7	∅	∅	663	-	tʃ	ŋ	a	e	∅	∅	_	T	N	A	E	∅	∅	0	1	4	7	7	∅	∅																																													664	o	tʃ	ŋ	a	i	∅	∅	U	T	N	A	I	∅	∅	7	1	4	7	7	∅	∅																																												
6	1.0000	1	0.1667	2348																							662	i	o	tʃ	ŋ	∅	∅	∅	I	U	T	N	∅	∅	∅	7	7	1	4	∅	∅	∅	663	e	-	tʃ	ŋ	∅	∅	∅	E	_	T	N	∅	∅	∅	7	0	1	4	∅	∅	∅																																													664	i	o	tʃ	ŋ	∅	∅	∅	I	U	T	N	∅	∅	∅	7	7	1	4	∅	∅	∅																																												
1	0.2000	5	1.0000	2350																																																																																									665	tʃ	∅	∅	∅	o	kʰ	ə	T	∅	∅	∅	U	K	E	1	∅	∅	∅	7	1	7																																													666	tʃʰ	∅	∅	∅	o	l	a	T	∅	∅	∅	U	L	A	1	∅	∅	∅	7	5	7
2	0.4000	4	0.8000	2350																																																																																									665	o	tʃ	∅	∅	kʰ	ə	n	U	T	∅	∅	K	E	N	7	1	∅	∅	1	7	4																																													666	o	tʃʰ	∅	∅	l	a	n	U	T	∅	∅	L	A	N	7	1	∅	∅	5	7	4
3	0.6000	3	0.6000	2350																																																																																									665	kʰ	o	tʃ	∅	ə	n	∅	K	U	T	∅	E	N	∅	1	7	1	∅	7	4	∅																																													666	l	o	tʃʰ	∅	a	n	∅	L	U	T	∅	A	N	∅	5	7	1	∅	7	4	∅
4	0.8000	2	0.4000	2350																																																																																									665	ə	kʰ	o	tʃ	n	∅	∅	E	K	U	T	N	∅	∅	7	1	7	1	4	∅	∅																																													666	a	l	o	tʃʰ	n	∅	∅	A	L	U	T	N	∅	∅	7	5	7	1	4	∅	∅
5	1.0000	1	0.2000	2350																																																																																									665	n	ə	kʰ	o	∅	∅	∅	N	E	K	U	∅	∅	∅	4	7	1	7	∅	∅	∅																																													666	n	a	l	o	∅	∅	∅	N	A	L	U	∅	∅	∅	4	7	5	7	∅	∅	∅
1	0.2000	5	1.0000	2356	667	i	∅	∅	∅	p	k	a	I	∅	∅	∅	P	K	A	7	∅	∅	∅	1	1	7																																													668	i	∅	∅	∅	p	tʃʰ	a	I	∅	∅	∅	P	T	A	7	∅	∅	∅	1	1	7	669	i	∅	∅	∅	p	kʰ	e	I	∅	∅	∅	P	K	E	7	∅	∅	∅	1	1	7																							670	i	∅	∅	∅	p	kʰ	e	I	∅	∅	∅	P	K	E	7	∅	∅	∅	1	1	7	671	i	∅	∅	∅	p	-	a	I	∅	∅	∅	P	_	A	7	∅	∅	∅	1	0	7
2	0.4000	4	0.8000	2356	667	p	i	∅	∅	k	a	-	P	I	∅	∅	K	A	_	1	7	∅	∅	1	7	0																																													668	p	i	∅	∅	tʃʰ	a	m	P	I	∅	∅	T	A	M	1	7	∅	∅	1	7	4	669	p	i	∅	∅	kʰ	e	n	P	I	∅	∅	K	E	N	1	7	∅	∅	1	7	4																							670	p	i	∅	∅	kʰ	e	n	P	I	∅	∅	K	E	N	1	7	∅	∅	1	7	4	671	p	i	∅	∅	-	a	n	P	I	∅	∅	_	A	N	1	7	∅	∅	0	7	4
3	0.6000	3	0.6000	2356	667	k	p	i	∅	a	-	∅	K	P	I	∅	A	_	∅	1	1	7	∅	7	0	∅																																													668	tʃʰ	p	i	∅	a	m	∅	T	P	I	∅	A	M	∅	1	1	7	∅	7	4	∅	669	kʰ	p	i	∅	e	n	∅	K	P	I	∅	E	N	∅	1	1	7	∅	7	4	∅																							670	kʰ	p	i	∅	e	n	∅	K	P	I	∅	E	N	∅	1	1	7	∅	7	4	∅	671	-	p	i	∅	a	n	∅	_	P	I	∅	A	N	∅	0	1	7	∅	7	4	∅
4	0.8000	2	0.4000	2356	667	a	k	p	i	-	∅	∅	A	K	P	I	_	∅	∅	7	1	1	7	0	∅	∅																																													668	a	tʃʰ	p	i	m	∅	∅	A	T	P	I	M	∅	∅	7	1	1	7	4	∅	∅	669	e	kʰ	p	i	n	∅	∅	E	K	P	I	N	∅	∅	7	1	1	7	4	∅	∅																							670	e	kʰ	p	i	n	∅	∅	E	K	P	I	N	∅	∅	7	1	1	7	4	∅	∅	671	a	-	p	i	n	∅	∅	A	_	P	I	N	∅	∅	7	0	1	7	4	∅	∅
5	1.0000	1	0.2000	2356	667	-	a	k	p	∅	∅	∅	_	A	K	P	∅	∅	∅	0	7	1	1	∅	∅	∅																																													668	m	a	tʃʰ	p	∅	∅	∅	M	A	T	P	∅	∅	∅	4	7	1	1	∅	∅	∅	669	n	e	kʰ	p	∅	∅	∅	N	E	K	P	∅	∅	∅	4	7	1	1	∅	∅	∅																							670	n	e	kʰ	p	∅	∅	∅	N	E	K	P	∅	∅	∅	4	7	1	1	∅	∅	∅	671	n	a	-	p	∅	∅	∅	N	A	_	P	∅	∅	∅	4	7	0	1	∅	∅	∅
1	0.2500	4	1.0000	2358																																													672	ʔ	∅	∅	∅	i	w	o	H	∅	∅	∅	I	W	U	1	∅	∅	∅	7	6	7																																													673	ʔ	∅	∅	∅	i	w	o	H	∅	∅	∅	I	W	U	1	∅	∅	∅	7	6	7																																												
2	0.5000	3	0.7500	2358																																													672	i	ʔ	∅	∅	w	o	∅	I	H	∅	∅	W	U	∅	7	1	∅	∅	6	7	∅																																													673	i	ʔ	∅	∅	w	o	∅	I	H	∅	∅	W	U	∅	7	1	∅	∅	6	7	∅																																												
3	0.7500	2	0.5000	2358																																													672	w	i	ʔ	∅	o	∅	∅	W	I	H	∅	U	∅	∅	6	7	1	∅	7	∅	∅																																													673	w	i	ʔ	∅	o	∅	∅	W	I	H	∅	U	∅	∅	6	7	1	∅	7	∅	∅																																												
4	1.0000	1	0.2500	2358																																													672	o	w	i	ʔ	∅	∅	∅	U	W	I	H	∅	∅	∅	7	6	7	1	∅	∅	∅																																													673	o	w	i	ʔ	∅	∅	∅	U	W	I	H	∅	∅	∅	7	6	7	1	∅	∅	∅																																												
1	0.1667	6	1.0000	2379																																													674	tʰ	∅	∅	∅	i	ŋ	kʰ	T	∅	∅	∅	I	N	K	1	∅	∅	∅	7	4	1																							675	tʰ	∅	∅	∅	i	ŋ	kʰ	T	∅	∅	∅	I	N	K	1	∅	∅	∅	7	4	1	676	tʰ	∅	∅	∅	i	ŋ	kʰ	T	∅	∅	∅	I	N	K	1	∅	∅	∅	7	4	1	677	tʰ	∅	∅	∅	i	ŋ	kʰ	T	∅	∅	∅	I	N	K	1	∅	∅	∅	7	4	1	678	tʰ	∅	∅	∅	i	ŋ	m	T	∅	∅	∅	I	N	M	1	∅	∅	∅	7	4	4
2	0.3333	5	0.8333	2379																																													674	i	tʰ	∅	∅	ŋ	kʰ	u	I	T	∅	∅	N	K	Y	7	1	∅	∅	4	1	7																							675	i	tʰ	∅	∅	ŋ	kʰ	ə	I	T	∅	∅	N	K	E	7	1	∅	∅	4	1	7	676	i	tʰ	∅	∅	ŋ	kʰ	u	I	T	∅	∅	N	K	Y	7	1	∅	∅	4	1	7	677	i	tʰ	∅	∅	ŋ	kʰ	ə	I	T	∅	∅	N	K	E	7	1	∅	∅	4	1	7	678	i	tʰ	∅	∅	ŋ	m	a	I	T	∅	∅	N	M	A	7	1	∅	∅	4	4	7
3	0.5000	4	0.6667	2379																																													674	ŋ	i	tʰ	∅	kʰ	u	-	N	I	T	∅	K	Y	_	4	7	1	∅	1	7	0																							675	ŋ	i	tʰ	∅	kʰ	ə	n	N	I	T	∅	K	E	N	4	7	1	∅	1	7	4	676	ŋ	i	tʰ	∅	kʰ	u	-	N	I	T	∅	K	Y	_	4	7	1	∅	1	7	0	677	ŋ	i	tʰ	∅	kʰ	ə	n	N	I	T	∅	K	E	N	4	7	1	∅	1	7	4	678	ŋ	i	tʰ	∅	m	a	n	N	I	T	∅	M	A	N	4	7	1	∅	4	7	4
4	0.6667	3	0.5000	2379																																													674	kʰ	ŋ	i	tʰ	u	-	∅	K	N	I	T	Y	_	∅	1	4	7	1	7	0	∅																							675	kʰ	ŋ	i	tʰ	ə	n	∅	K	N	I	T	E	N	∅	1	4	7	1	7	4	∅	676	kʰ	ŋ	i	tʰ	u	-	∅	K	N	I	T	Y	_	∅	1	4	7	1	7	0	∅	677	kʰ	ŋ	i	tʰ	ə	n	∅	K	N	I	T	E	N	∅	1	4	7	1	7	4	∅	678	m	ŋ	i	tʰ	a	n	∅	M	N	I	T	A	N	∅	4	4	7	1	7	4	∅
5	0.8333	2	0.3333	2379																																													674	u	kʰ	ŋ	i	-	∅	∅	Y	K	N	I	_	∅	∅	7	1	4	7	0	∅	∅																							675	ə	kʰ	ŋ	i	n	∅	∅	E	K	N	I	N	∅	∅	7	1	4	7	4	∅	∅	676	u	kʰ	ŋ	i	-	∅	∅	Y	K	N	I	_	∅	∅	7	1	4	7	0	∅	∅	677	ə	kʰ	ŋ	i	n	∅	∅	E	K	N	I	N	∅	∅	7	1	4	7	4	∅	∅	678	a	m	ŋ	i	n	∅	∅	A	M	N	I	N	∅	∅	7	4	4	7	4	∅	∅
6	1.0000	1	0.1667	2379																																													674	-	u	kʰ	ŋ	∅	∅	∅	_	Y	K	N	∅	∅	∅	0	7	1	4	∅	∅	∅																							675	n	ə	kʰ	ŋ	∅	∅	∅	N	E	K	N	∅	∅	∅	4	7	1	4	∅	∅	∅	676	-	u	kʰ	ŋ	∅	∅	∅	_	Y	K	N	∅	∅	∅	0	7	1	4	∅	∅	∅	677	n	ə	kʰ	ŋ	∅	∅	∅	N	E	K	N	∅	∅	∅	4	7	1	4	∅	∅	∅	678	n	a	m	ŋ	∅	∅	∅	N	A	M	N	∅	∅	∅	4	7	4	4	∅	∅	∅
1	0.1250	8	1.0000	2387																							679	g	∅	∅	∅	ɾ	o	w	K	∅	∅	∅	R	U	W	1	∅	∅	∅	5	7	6																																													680	g	∅	∅	∅	ɾ	o	w	K	∅	∅	∅	R	U	W	1	∅	∅	∅	5	7	6	681	g	∅	∅	∅	ɾ	o	g	K	∅	∅	∅	R	U	K	1	∅	∅	∅	5	7	1																							682	d	∅	∅	∅	r	o	g	T	∅	∅	∅	R	U	K	1	∅	∅	∅	5	7	1
2	0.2500	7	0.8750	2387																							679	ɾ	g	∅	∅	o	w	a	R	K	∅	∅	U	W	A	5	1	∅	∅	7	6	7																																													680	ɾ	g	∅	∅	o	w	a	R	K	∅	∅	U	W	A	5	1	∅	∅	7	6	7	681	ɾ	g	∅	∅	o	g	a	R	K	∅	∅	U	K	A	5	1	∅	∅	7	1	7																							682	r	d	∅	∅	o	g	a	R	T	∅	∅	U	K	A	5	1	∅	∅	7	1	7
3	0.3750	6	0.7500	2387																							679	o	ɾ	g	∅	w	a	n	U	R	K	∅	W	A	N	7	5	1	∅	6	7	4																																													680	o	ɾ	g	∅	w	a	n	U	R	K	∅	W	A	N	7	5	1	∅	6	7	4	681	o	ɾ	g	∅	g	a	n	U	R	K	∅	K	A	N	7	5	1	∅	1	7	4																							682	o	r	d	∅	g	a	n	U	R	T	∅	K	A	N	7	5	1	∅	1	7	4
4	0.5000	5	0.6250	2387																							679	w	o	ɾ	g	a	n	-	W	U	R	K	A	N	_	6	7	5	1	7	4	0																																													680	w	o	ɾ	g	a	n	-	W	U	R	K	A	N	_	6	7	5	1	7	4	0	681	g	o	ɾ	g	a	n	-	K	U	R	K	A	N	_	1	7	5	1	7	4	0																							682	g	o	r	d	a	n	p	K	U	R	T	A	N	P	1	7	5	1	7	4	1
5	0.6250	4	0.5000	2387																							679	a	w	o	ɾ	n	-	-	A	W	U	R	N	_	_	7	6	7	5	4	0	0																																													680	a	w	o	ɾ	n	-	-	A	W	U	R	N	_	_	7	6	7	5	4	0	0	681	a	g	o	ɾ	n	-	-	A	K	U	R	N	_	_	7	1	7	5	4	0	0																							682	a	g	o	r	n	p	a	A	K	U	R	N	P	A	7	1	7	5	4	1	7
6	0.7500	3	0.3750	2387																							679	n	a	w	o	-	-	∅	N	A	W	U	_	_	∅	4	7	6	7	0	0	∅																																													680	n	a	w	o	-	-	∅	N	A	W	U	_	_	∅	4	7	6	7	0	0	∅	681	n	a	g	o	-	-	∅	N	A	K	U	_	_	∅	4	7	1	7	0	0	∅																							682	n	a	g	o	p	a	∅	N	A	K	U	P	A	∅	4	7	1	7	1	7	∅
7	0.8750	2	0.2500	2387																							679	-	n	a	w	-	∅	∅	_	N	A	W	_	∅	∅	0	4	7	6	0	∅	∅																																													680	-	n	a	w	-	∅	∅	_	N	A	W	_	∅	∅	0	4	7	6	0	∅	∅	681	-	n	a	g	-	∅	∅	_	N	A	K	_	∅	∅	0	4	7	1	0	∅	∅																							682	p	n	a	g	a	∅	∅	P	N	A	K	A	∅	∅	1	4	7	1	7	∅	∅
8	1.0000	1	0.1250	2387																							679	-	-	n	a	∅	∅	∅	_	_	N	A	∅	∅	∅	0	0	4	7	∅	∅	∅																																													680	-	-	n	a	∅	∅	∅	_	_	N	A	∅	∅	∅	0	0	4	7	∅	∅	∅	681	-	-	n	a	∅	∅	∅	_	_	N	A	∅	∅	∅	0	0	4	7	∅	∅	∅																							682	a	p	n	a	∅	∅	∅	A	P	N	A	∅	∅	∅	7	1	4	7	∅	∅	∅
1	0.1000	10	1.0000	2397																																													683	ɾ	∅	∅	∅	i	g	a	R	∅	∅	∅	I	K	A	5	∅	∅	∅	7	1	7																																													684	ɾ	∅	∅	∅	i	g	a	R	∅	∅	∅	I	K	A	5	∅	∅	∅	7	1	7																																												
2	0.2000	9	0.9000	2397																																													683	i	ɾ	∅	∅	g	a	ɲ	I	R	∅	∅	K	A	N	7	5	∅	∅	1	7	4																																													684	i	ɾ	∅	∅	g	a	ŋ	I	R	∅	∅	K	A	N	7	5	∅	∅	1	7	4																																												
3	0.3000	8	0.8000	2397																																													683	g	i	ɾ	∅	a	ɲ	j	K	I	R	∅	A	N	J	1	7	5	∅	7	4	6																																													684	g	i	ɾ	∅	a	ŋ	j	K	I	R	∅	A	N	J	1	7	5	∅	7	4	6																																												
4	0.4000	7	0.7000	2397																																													683	a	g	i	ɾ	ɲ	j	e	A	K	I	R	N	J	E	7	1	7	5	4	6	7																																													684	a	g	i	ɾ	ŋ	j	a	A	K	I	R	N	J	A	7	1	7	5	4	6	7																																												
5	0.5000	6	0.6000	2397																																													683	ɲ	a	g	i	j	e	w	N	A	K	I	J	E	W	4	7	1	7	6	7	6																																													684	ŋ	a	g	i	j	a	p	N	A	K	I	J	A	P	4	7	1	7	6	7	1																																												
6	0.6000	5	0.5000	2397																																													683	j	ɲ	a	g	e	w	-	J	N	A	K	E	W	_	6	4	7	1	7	6	0																																													684	j	ŋ	a	g	a	p	ʃ	J	N	A	K	A	P	S	6	4	7	1	7	1	3																																												
7	0.7000	4	0.4000	2397																																													683	e	j	ɲ	a	w	-	o	E	J	N	A	W	_	U	7	6	4	7	6	0	7																																													684	a	j	ŋ	a	p	ʃ	o	A	J	N	A	P	S	U	7	6	4	7	1	3	7																																												
8	0.8000	3	0.3000	2397																																													683	w	e	j	ɲ	-	o	∅	W	E	J	N	_	U	∅	6	7	6	4	0	7	∅																																													684	p	a	j	ŋ	ʃ	o	∅	P	A	J	N	S	U	∅	1	7	6	4	3	7	∅																																												
9	0.9000	2	0.2000	2397																																													683	-	w	e	j	o	∅	∅	_	W	E	J	U	∅	∅	0	6	7	6	7	∅	∅																																													684	ʃ	p	a	j	o	∅	∅	S	P	A	J	U	∅	∅	3	1	7	6	7	∅	∅																																												
10	1.0000	1	0.1000	2397																																													683	o	-	w	e	∅	∅	∅	U	_	W	E	∅	∅	∅	7	0	6	7	∅	∅	∅																																													684	o	ʃ	p	a	∅	∅	∅	U	S	P	A	∅	∅	∅	7	3	1	7	∅	∅	∅																																												
1	0.2500	4	1.0000	2404	685	pʰ	∅	∅	∅	a	l	o	P	∅	∅	∅	A	L	U	1	∅	∅	∅	7	5	7																							686	pʰ	∅	∅	∅	a	w	o	P	∅	∅	∅	A	W	U	1	∅	∅	∅	7	6	7																																																																																									687	pʰ	∅	∅	∅	a	l	o	P	∅	∅	∅	A	L	U	1	∅	∅	∅	7	5	7
2	0.5000	3	0.7500	2404	685	a	pʰ	∅	∅	l	o	∅	A	P	∅	∅	L	U	∅	7	1	∅	∅	5	7	∅																							686	a	pʰ	∅	∅	w	o	∅	A	P	∅	∅	W	U	∅	7	1	∅	∅	6	7	∅																																																																																									687	a	pʰ	∅	∅	l	o	∅	A	P	∅	∅	L	U	∅	7	1	∅	∅	5	7	∅
3	0.7500	2	0.5000	2404	685	l	a	pʰ	∅	o	∅	∅	L	A	P	∅	U	∅	∅	5	7	1	∅	7	∅	∅																							686	w	a	pʰ	∅	o	∅	∅	W	A	P	∅	U	∅	∅	6	7	1	∅	7	∅	∅																																																																																									687	l	a	pʰ	∅	o	∅	∅	L	A	P	∅	U	∅	∅	5	7	1	∅	7	∅	∅
4	1.0000	1	0.2500	2404	685	o	l	a	pʰ	∅	∅	∅	U	L	A	P	∅	∅	∅	7	5	7	1	∅	∅	∅																							686	o	w	a	pʰ	∅	∅	∅	U	W	A	P	∅	∅	∅	7	6	7	1	∅	∅	∅																																																																																									687	o	l	a	pʰ	∅	∅	∅	U	L	A	P	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.2000	5	1.0000	2407																																																																																									688	pʰ	∅	∅	∅	a	kʰ	e	P	∅	∅	∅	A	K	E	1	∅	∅	∅	7	1	7																							689	pʰ	∅	∅	∅	a	kʰ	e	P	∅	∅	∅	A	K	E	1	∅	∅	∅	7	1	7																						
2	0.4000	4	0.8000	2407																																																																																									688	a	pʰ	∅	∅	kʰ	e	n	A	P	∅	∅	K	E	N	7	1	∅	∅	1	7	4																							689	a	pʰ	∅	∅	kʰ	e	n	A	P	∅	∅	K	E	N	7	1	∅	∅	1	7	4																						
3	0.6000	3	0.6000	2407																																																																																									688	kʰ	a	pʰ	∅	e	n	∅	K	A	P	∅	E	N	∅	1	7	1	∅	7	4	∅																							689	kʰ	a	pʰ	∅	e	n	∅	K	A	P	∅	E	N	∅	1	7	1	∅	7	4	∅																						
4	0.8000	2	0.4000	2407																																																																																									688	e	kʰ	a	pʰ	n	∅	∅	E	K	A	P	N	∅	∅	7	1	7	1	4	∅	∅																							689	e	kʰ	a	pʰ	n	∅	∅	E	K	A	P	N	∅	∅	7	1	7	1	4	∅	∅																						
5	1.0000	1	0.2000	2407																																																																																									688	n	e	kʰ	a	∅	∅	∅	N	E	K	A	∅	∅	∅	4	7	1	7	∅	∅	∅																							689	n	e	kʰ	a	∅	∅	∅	N	E	K	A	∅	∅	∅	4	7	1	7	∅	∅	∅																						
