index	index_p	rindex	rindex_p	cogid	id_MonpaBalemu	segment_MonpaBalemu	segment_MonpaBalemu_L1	segment_MonpaBalemu_L2	segment_MonpaBalemu_L3	segment_MonpaBalemu_R1	segment_MonpaBalemu_R2	segment_MonpaBalemu_R3	SC_MonpaBalemu	SC_MonpaBalemu_L1	SC_MonpaBalemu_L2	SC_MonpaBalemu_L3	SC_MonpaBalemu_R1	SC_MonpaBalemu_R2	SC_MonpaBalemu_R3	PROSODY_MonpaBalemu	PROSODY_MonpaBalemu_L1	PROSODY_MonpaBalemu_L2	PROSODY_MonpaBalemu_L3	PROSODY_MonpaBalemu_R1	PROSODY_MonpaBalemu_R2	PROSODY_MonpaBalemu_R3	id_MonpaDirang	segment_MonpaDirang	segment_MonpaDirang_L1	segment_MonpaDirang_L2	segment_MonpaDirang_L3	segment_MonpaDirang_R1	segment_MonpaDirang_R2	segment_MonpaDirang_R3	SC_MonpaDirang	SC_MonpaDirang_L1	SC_MonpaDirang_L2	SC_MonpaDirang_L3	SC_MonpaDirang_R1	SC_MonpaDirang_R2	SC_MonpaDirang_R3	PROSODY_MonpaDirang	PROSODY_MonpaDirang_L1	PROSODY_MonpaDirang_L2	PROSODY_MonpaDirang_L3	PROSODY_MonpaDirang_R1	PROSODY_MonpaDirang_R2	PROSODY_MonpaDirang_R3	id_MonpaDirangDum	segment_MonpaDirangDum	segment_MonpaDirangDum_L1	segment_MonpaDirangDum_L2	segment_MonpaDirangDum_L3	segment_MonpaDirangDum_R1	segment_MonpaDirangDum_R2	segment_MonpaDirangDum_R3	SC_MonpaDirangDum	SC_MonpaDirangDum_L1	SC_MonpaDirangDum_L2	SC_MonpaDirangDum_L3	SC_MonpaDirangDum_R1	SC_MonpaDirangDum_R2	SC_MonpaDirangDum_R3	PROSODY_MonpaDirangDum	PROSODY_MonpaDirangDum_L1	PROSODY_MonpaDirangDum_L2	PROSODY_MonpaDirangDum_L3	PROSODY_MonpaDirangDum_R1	PROSODY_MonpaDirangDum_R2	PROSODY_MonpaDirangDum_R3	id_MonpaKalaktang	segment_MonpaKalaktang	segment_MonpaKalaktang_L1	segment_MonpaKalaktang_L2	segment_MonpaKalaktang_L3	segment_MonpaKalaktang_R1	segment_MonpaKalaktang_R2	segment_MonpaKalaktang_R3	SC_MonpaKalaktang	SC_MonpaKalaktang_L1	SC_MonpaKalaktang_L2	SC_MonpaKalaktang_L3	SC_MonpaKalaktang_R1	SC_MonpaKalaktang_R2	SC_MonpaKalaktang_R3	PROSODY_MonpaKalaktang	PROSODY_MonpaKalaktang_L1	PROSODY_MonpaKalaktang_L2	PROSODY_MonpaKalaktang_L3	PROSODY_MonpaKalaktang_R1	PROSODY_MonpaKalaktang_R2	PROSODY_MonpaKalaktang_R3	id_MonpaNamsu	segment_MonpaNamsu	segment_MonpaNamsu_L1	segment_MonpaNamsu_L2	segment_MonpaNamsu_L3	segment_MonpaNamsu_R1	segment_MonpaNamsu_R2	segment_MonpaNamsu_R3	SC_MonpaNamsu	SC_MonpaNamsu_L1	SC_MonpaNamsu_L2	SC_MonpaNamsu_L3	SC_MonpaNamsu_R1	SC_MonpaNamsu_R2	SC_MonpaNamsu_R3	PROSODY_MonpaNamsu	PROSODY_MonpaNamsu_L1	PROSODY_MonpaNamsu_L2	PROSODY_MonpaNamsu_L3	PROSODY_MonpaNamsu_R1	PROSODY_MonpaNamsu_R2	PROSODY_MonpaNamsu_R3	id_MonpaSangti	segment_MonpaSangti	segment_MonpaSangti_L1	segment_MonpaSangti_L2	segment_MonpaSangti_L3	segment_MonpaSangti_R1	segment_MonpaSangti_R2	segment_MonpaSangti_R3	SC_MonpaSangti	SC_MonpaSangti_L1	SC_MonpaSangti_L2	SC_MonpaSangti_L3	SC_MonpaSangti_R1	SC_MonpaSangti_R2	SC_MonpaSangti_R3	PROSODY_MonpaSangti	PROSODY_MonpaSangti_L1	PROSODY_MonpaSangti_L2	PROSODY_MonpaSangti_L3	PROSODY_MonpaSangti_R1	PROSODY_MonpaSangti_R2	PROSODY_MonpaSangti_R3	id_MonpaTembang	segment_MonpaTembang	segment_MonpaTembang_L1	segment_MonpaTembang_L2	segment_MonpaTembang_L3	segment_MonpaTembang_R1	segment_MonpaTembang_R2	segment_MonpaTembang_R3	SC_MonpaTembang	SC_MonpaTembang_L1	SC_MonpaTembang_L2	SC_MonpaTembang_L3	SC_MonpaTembang_R1	SC_MonpaTembang_R2	SC_MonpaTembang_R3	PROSODY_MonpaTembang	PROSODY_MonpaTembang_L1	PROSODY_MonpaTembang_L2	PROSODY_MonpaTembang_L3	PROSODY_MonpaTembang_R1	PROSODY_MonpaTembang_R2	PROSODY_MonpaTembang_R3	id_MonpaTomko	segment_MonpaTomko	segment_MonpaTomko_L1	segment_MonpaTomko_L2	segment_MonpaTomko_L3	segment_MonpaTomko_R1	segment_MonpaTomko_R2	segment_MonpaTomko_R3	SC_MonpaTomko	SC_MonpaTomko_L1	SC_MonpaTomko_L2	SC_MonpaTomko_L3	SC_MonpaTomko_R1	SC_MonpaTomko_R2	SC_MonpaTomko_R3	PROSODY_MonpaTomko	PROSODY_MonpaTomko_L1	PROSODY_MonpaTomko_L2	PROSODY_MonpaTomko_L3	PROSODY_MonpaTomko_R1	PROSODY_MonpaTomko_R2	PROSODY_MonpaTomko_R3
5	0.6250	4	0.5000	2366	1122	k	a	j	-	l	a	-	K	A	J	_	L	A	_	1	7	6	0	5	7	0	1123	k	a	j	-	l	a	-	K	A	J	_	L	A	_	1	7	6	0	5	7	0	1124	k	a	j	o	p	o	-	K	A	J	U	P	U	_	1	7	6	7	1	7	0																							1125	kʰ	e	j	-	-	ə	n	K	E	J	_	_	E	N	1	7	6	0	0	7	4	1126	kː	a	j	-	-	a	n	K	A	J	_	_	A	N	1	7	6	0	0	7	4	1127	kʰ	e	j	-	-	ə	n	K	E	J	_	_	E	N	1	7	6	0	0	7	4	1128	k	a	j	-	p	a	n	K	A	J	_	P	A	N	1	7	6	0	1	7	4
6	0.7500	3	0.3750	2366	1122	l	k	a	j	a	-	∅	L	K	A	J	A	_	∅	5	1	7	6	7	0	∅	1123	l	k	a	j	a	-	∅	L	K	A	J	A	_	∅	5	1	7	6	7	0	∅	1124	p	k	a	j	o	-	∅	P	K	A	J	U	_	∅	1	1	7	6	7	0	∅																							1125	-	kʰ	e	j	ə	n	∅	_	K	E	J	E	N	∅	0	1	7	6	7	4	∅	1126	-	kː	a	j	a	n	∅	_	K	A	J	A	N	∅	0	1	7	6	7	4	∅	1127	-	kʰ	e	j	ə	n	∅	_	K	E	J	E	N	∅	0	1	7	6	7	4	∅	1128	p	k	a	j	a	n	∅	P	K	A	J	A	N	∅	1	1	7	6	7	4	∅
7	0.8750	2	0.2500	2366	1122	a	l	k	a	-	∅	∅	A	L	K	A	_	∅	∅	7	5	1	7	0	∅	∅	1123	a	l	k	a	-	∅	∅	A	L	K	A	_	∅	∅	7	5	1	7	0	∅	∅	1124	o	p	k	a	-	∅	∅	U	P	K	A	_	∅	∅	7	1	1	7	0	∅	∅																							1125	ə	-	kʰ	e	n	∅	∅	E	_	K	E	N	∅	∅	7	0	1	7	4	∅	∅	1126	a	-	kː	a	n	∅	∅	A	_	K	A	N	∅	∅	7	0	1	7	4	∅	∅	1127	ə	-	kʰ	e	n	∅	∅	E	_	K	E	N	∅	∅	7	0	1	7	4	∅	∅	1128	a	p	k	a	n	∅	∅	A	P	K	A	N	∅	∅	7	1	1	7	4	∅	∅
8	1.0000	1	0.1250	2366	1122	-	a	l	k	∅	∅	∅	_	A	L	K	∅	∅	∅	0	7	5	1	∅	∅	∅	1123	-	a	l	k	∅	∅	∅	_	A	L	K	∅	∅	∅	0	7	5	1	∅	∅	∅	1124	-	o	p	k	∅	∅	∅	_	U	P	K	∅	∅	∅	0	7	1	1	∅	∅	∅																							1125	n	ə	-	kʰ	∅	∅	∅	N	E	_	K	∅	∅	∅	4	7	0	1	∅	∅	∅	1126	n	a	-	kː	∅	∅	∅	N	A	_	K	∅	∅	∅	4	7	0	1	∅	∅	∅	1127	n	ə	-	kʰ	∅	∅	∅	N	E	_	K	∅	∅	∅	4	7	0	1	∅	∅	∅	1128	n	a	p	k	∅	∅	∅	N	A	P	K	∅	∅	∅	4	7	1	1	∅	∅	∅
1	0.1667	6	1.0000	2379																																													1129	tʰ	∅	∅	∅	i	ŋ	kʰ	T	∅	∅	∅	I	N	K	1	∅	∅	∅	7	4	1																							1130	tʰ	∅	∅	∅	i	ŋ	kʰ	T	∅	∅	∅	I	N	K	1	∅	∅	∅	7	4	1	1131	tʰ	∅	∅	∅	i	ŋ	kʰ	T	∅	∅	∅	I	N	K	1	∅	∅	∅	7	4	1	1132	tʰ	∅	∅	∅	i	ŋ	kʰ	T	∅	∅	∅	I	N	K	1	∅	∅	∅	7	4	1	1133	tʰ	∅	∅	∅	i	ŋ	m	T	∅	∅	∅	I	N	M	1	∅	∅	∅	7	4	4
2	0.3333	5	0.8333	2379																																													1129	i	tʰ	∅	∅	ŋ	kʰ	u	I	T	∅	∅	N	K	Y	7	1	∅	∅	4	1	7																							1130	i	tʰ	∅	∅	ŋ	kʰ	ə	I	T	∅	∅	N	K	E	7	1	∅	∅	4	1	7	1131	i	tʰ	∅	∅	ŋ	kʰ	u	I	T	∅	∅	N	K	Y	7	1	∅	∅	4	1	7	1132	i	tʰ	∅	∅	ŋ	kʰ	ə	I	T	∅	∅	N	K	E	7	1	∅	∅	4	1	7	1133	i	tʰ	∅	∅	ŋ	m	a	I	T	∅	∅	N	M	A	7	1	∅	∅	4	4	7
3	0.5000	4	0.6667	2379																																													1129	ŋ	i	tʰ	∅	kʰ	u	-	N	I	T	∅	K	Y	_	4	7	1	∅	1	7	0																							1130	ŋ	i	tʰ	∅	kʰ	ə	n	N	I	T	∅	K	E	N	4	7	1	∅	1	7	4	1131	ŋ	i	tʰ	∅	kʰ	u	-	N	I	T	∅	K	Y	_	4	7	1	∅	1	7	0	1132	ŋ	i	tʰ	∅	kʰ	ə	n	N	I	T	∅	K	E	N	4	7	1	∅	1	7	4	1133	ŋ	i	tʰ	∅	m	a	n	N	I	T	∅	M	A	N	4	7	1	∅	4	7	4
4	0.6667	3	0.5000	2379																																													1129	kʰ	ŋ	i	tʰ	u	-	∅	K	N	I	T	Y	_	∅	1	4	7	1	7	0	∅																							1130	kʰ	ŋ	i	tʰ	ə	n	∅	K	N	I	T	E	N	∅	1	4	7	1	7	4	∅	1131	kʰ	ŋ	i	tʰ	u	-	∅	K	N	I	T	Y	_	∅	1	4	7	1	7	0	∅	1132	kʰ	ŋ	i	tʰ	ə	n	∅	K	N	I	T	E	N	∅	1	4	7	1	7	4	∅	1133	m	ŋ	i	tʰ	a	n	∅	M	N	I	T	A	N	∅	4	4	7	1	7	4	∅
5	0.8333	2	0.3333	2379																																													1129	u	kʰ	ŋ	i	-	∅	∅	Y	K	N	I	_	∅	∅	7	1	4	7	0	∅	∅																							1130	ə	kʰ	ŋ	i	n	∅	∅	E	K	N	I	N	∅	∅	7	1	4	7	4	∅	∅	1131	u	kʰ	ŋ	i	-	∅	∅	Y	K	N	I	_	∅	∅	7	1	4	7	0	∅	∅	1132	ə	kʰ	ŋ	i	n	∅	∅	E	K	N	I	N	∅	∅	7	1	4	7	4	∅	∅	1133	a	m	ŋ	i	n	∅	∅	A	M	N	I	N	∅	∅	7	4	4	7	4	∅	∅
6	1.0000	1	0.1667	2379																																													1129	-	u	kʰ	ŋ	∅	∅	∅	_	Y	K	N	∅	∅	∅	0	7	1	4	∅	∅	∅																							1130	n	ə	kʰ	ŋ	∅	∅	∅	N	E	K	N	∅	∅	∅	4	7	1	4	∅	∅	∅	1131	-	u	kʰ	ŋ	∅	∅	∅	_	Y	K	N	∅	∅	∅	0	7	1	4	∅	∅	∅	1132	n	ə	kʰ	ŋ	∅	∅	∅	N	E	K	N	∅	∅	∅	4	7	1	4	∅	∅	∅	1133	n	a	m	ŋ	∅	∅	∅	N	A	M	N	∅	∅	∅	4	7	4	4	∅	∅	∅
1	0.1250	8	1.0000	2387																							1134	g	∅	∅	∅	ɾ	o	w	K	∅	∅	∅	R	U	W	1	∅	∅	∅	5	7	6																																													1135	g	∅	∅	∅	ɾ	o	w	K	∅	∅	∅	R	U	W	1	∅	∅	∅	5	7	6	1136	g	∅	∅	∅	ɾ	o	g	K	∅	∅	∅	R	U	K	1	∅	∅	∅	5	7	1																							1137	d	∅	∅	∅	r	o	g	T	∅	∅	∅	R	U	K	1	∅	∅	∅	5	7	1
2	0.2500	7	0.8750	2387																							1134	ɾ	g	∅	∅	o	w	a	R	K	∅	∅	U	W	A	5	1	∅	∅	7	6	7																																													1135	ɾ	g	∅	∅	o	w	a	R	K	∅	∅	U	W	A	5	1	∅	∅	7	6	7	1136	ɾ	g	∅	∅	o	g	a	R	K	∅	∅	U	K	A	5	1	∅	∅	7	1	7																							1137	r	d	∅	∅	o	g	a	R	T	∅	∅	U	K	A	5	1	∅	∅	7	1	7
3	0.3750	6	0.7500	2387																							1134	o	ɾ	g	∅	w	a	n	U	R	K	∅	W	A	N	7	5	1	∅	6	7	4																																													1135	o	ɾ	g	∅	w	a	n	U	R	K	∅	W	A	N	7	5	1	∅	6	7	4	1136	o	ɾ	g	∅	g	a	n	U	R	K	∅	K	A	N	7	5	1	∅	1	7	4																							1137	o	r	d	∅	g	a	n	U	R	T	∅	K	A	N	7	5	1	∅	1	7	4
4	0.5000	5	0.6250	2387																							1134	w	o	ɾ	g	a	n	-	W	U	R	K	A	N	_	6	7	5	1	7	4	0																																													1135	w	o	ɾ	g	a	n	-	W	U	R	K	A	N	_	6	7	5	1	7	4	0	1136	g	o	ɾ	g	a	n	-	K	U	R	K	A	N	_	1	7	5	1	7	4	0																							1137	g	o	r	d	a	n	p	K	U	R	T	A	N	P	1	7	5	1	7	4	1
5	0.6250	4	0.5000	2387																							1134	a	w	o	ɾ	n	-	-	A	W	U	R	N	_	_	7	6	7	5	4	0	0																																													1135	a	w	o	ɾ	n	-	-	A	W	U	R	N	_	_	7	6	7	5	4	0	0	1136	a	g	o	ɾ	n	-	-	A	K	U	R	N	_	_	7	1	7	5	4	0	0																							1137	a	g	o	r	n	p	a	A	K	U	R	N	P	A	7	1	7	5	4	1	7
6	0.7500	3	0.3750	2387																							1134	n	a	w	o	-	-	∅	N	A	W	U	_	_	∅	4	7	6	7	0	0	∅																																													1135	n	a	w	o	-	-	∅	N	A	W	U	_	_	∅	4	7	6	7	0	0	∅	1136	n	a	g	o	-	-	∅	N	A	K	U	_	_	∅	4	7	1	7	0	0	∅																							1137	n	a	g	o	p	a	∅	N	A	K	U	P	A	∅	4	7	1	7	1	7	∅
7	0.8750	2	0.2500	2387																							1134	-	n	a	w	-	∅	∅	_	N	A	W	_	∅	∅	0	4	7	6	0	∅	∅																																													1135	-	n	a	w	-	∅	∅	_	N	A	W	_	∅	∅	0	4	7	6	0	∅	∅	1136	-	n	a	g	-	∅	∅	_	N	A	K	_	∅	∅	0	4	7	1	0	∅	∅																							1137	p	n	a	g	a	∅	∅	P	N	A	K	A	∅	∅	1	4	7	1	7	∅	∅
8	1.0000	1	0.1250	2387																							1134	-	-	n	a	∅	∅	∅	_	_	N	A	∅	∅	∅	0	0	4	7	∅	∅	∅																																													1135	-	-	n	a	∅	∅	∅	_	_	N	A	∅	∅	∅	0	0	4	7	∅	∅	∅	1136	-	-	n	a	∅	∅	∅	_	_	N	A	∅	∅	∅	0	0	4	7	∅	∅	∅																							1137	a	p	n	a	∅	∅	∅	A	P	N	A	∅	∅	∅	7	1	4	7	∅	∅	∅
1	0.1000	10	1.0000	2397																																													1138	ɾ	∅	∅	∅	i	g	a	R	∅	∅	∅	I	K	A	5	∅	∅	∅	7	1	7																																													1139	ɾ	∅	∅	∅	i	g	a	R	∅	∅	∅	I	K	A	5	∅	∅	∅	7	1	7																																												
2	0.2000	9	0.9000	2397																																													1138	i	ɾ	∅	∅	g	a	ɲ	I	R	∅	∅	K	A	N	7	5	∅	∅	1	7	4																																													1139	i	ɾ	∅	∅	g	a	ŋ	I	R	∅	∅	K	A	N	7	5	∅	∅	1	7	4																																												
3	0.3000	8	0.8000	2397																																													1138	g	i	ɾ	∅	a	ɲ	j	K	I	R	∅	A	N	J	1	7	5	∅	7	4	6																																													1139	g	i	ɾ	∅	a	ŋ	j	K	I	R	∅	A	N	J	1	7	5	∅	7	4	6																																												
4	0.4000	7	0.7000	2397																																													1138	a	g	i	ɾ	ɲ	j	e	A	K	I	R	N	J	E	7	1	7	5	4	6	7																																													1139	a	g	i	ɾ	ŋ	j	a	A	K	I	R	N	J	A	7	1	7	5	4	6	7																																												
5	0.5000	6	0.6000	2397																																													1138	ɲ	a	g	i	j	e	w	N	A	K	I	J	E	W	4	7	1	7	6	7	6																																													1139	ŋ	a	g	i	j	a	p	N	A	K	I	J	A	P	4	7	1	7	6	7	1																																												
6	0.6000	5	0.5000	2397																																													1138	j	ɲ	a	g	e	w	-	J	N	A	K	E	W	_	6	4	7	1	7	6	0																																													1139	j	ŋ	a	g	a	p	ʃ	J	N	A	K	A	P	S	6	4	7	1	7	1	3																																												
7	0.7000	4	0.4000	2397																																													1138	e	j	ɲ	a	w	-	o	E	J	N	A	W	_	U	7	6	4	7	6	0	7																																													1139	a	j	ŋ	a	p	ʃ	o	A	J	N	A	P	S	U	7	6	4	7	1	3	7																																												
8	0.8000	3	0.3000	2397																																													1138	w	e	j	ɲ	-	o	∅	W	E	J	N	_	U	∅	6	7	6	4	0	7	∅																																													1139	p	a	j	ŋ	ʃ	o	∅	P	A	J	N	S	U	∅	1	7	6	4	3	7	∅																																												
9	0.9000	2	0.2000	2397																																													1138	-	w	e	j	o	∅	∅	_	W	E	J	U	∅	∅	0	6	7	6	7	∅	∅																																													1139	ʃ	p	a	j	o	∅	∅	S	P	A	J	U	∅	∅	3	1	7	6	7	∅	∅																																												
10	1.0000	1	0.1000	2397																																													1138	o	-	w	e	∅	∅	∅	U	_	W	E	∅	∅	∅	7	0	6	7	∅	∅	∅																																													1139	o	ʃ	p	a	∅	∅	∅	U	S	P	A	∅	∅	∅	7	3	1	7	∅	∅	∅																																												
1	0.2500	4	1.0000	2404	1140	pʰ	∅	∅	∅	a	l	o	P	∅	∅	∅	A	L	U	1	∅	∅	∅	7	5	7																							1141	pʰ	∅	∅	∅	a	w	o	P	∅	∅	∅	A	W	U	1	∅	∅	∅	7	6	7																																																																																									1142	pʰ	∅	∅	∅	a	l	o	P	∅	∅	∅	A	L	U	1	∅	∅	∅	7	5	7
2	0.5000	3	0.7500	2404	1140	a	pʰ	∅	∅	l	o	∅	A	P	∅	∅	L	U	∅	7	1	∅	∅	5	7	∅																							1141	a	pʰ	∅	∅	w	o	∅	A	P	∅	∅	W	U	∅	7	1	∅	∅	6	7	∅																																																																																									1142	a	pʰ	∅	∅	l	o	∅	A	P	∅	∅	L	U	∅	7	1	∅	∅	5	7	∅
3	0.7500	2	0.5000	2404	1140	l	a	pʰ	∅	o	∅	∅	L	A	P	∅	U	∅	∅	5	7	1	∅	7	∅	∅																							1141	w	a	pʰ	∅	o	∅	∅	W	A	P	∅	U	∅	∅	6	7	1	∅	7	∅	∅																																																																																									1142	l	a	pʰ	∅	o	∅	∅	L	A	P	∅	U	∅	∅	5	7	1	∅	7	∅	∅
4	1.0000	1	0.2500	2404	1140	o	l	a	pʰ	∅	∅	∅	U	L	A	P	∅	∅	∅	7	5	7	1	∅	∅	∅																							1141	o	w	a	pʰ	∅	∅	∅	U	W	A	P	∅	∅	∅	7	6	7	1	∅	∅	∅																																																																																									1142	o	l	a	pʰ	∅	∅	∅	U	L	A	P	∅	∅	∅	7	5	7	1	∅	∅	∅
1	0.2000	5	1.0000	2407																																																																																									1143	pʰ	∅	∅	∅	a	kʰ	e	P	∅	∅	∅	A	K	E	1	∅	∅	∅	7	1	7																							1144	pʰ	∅	∅	∅	a	kʰ	e	P	∅	∅	∅	A	K	E	1	∅	∅	∅	7	1	7																						
2	0.4000	4	0.8000	2407																																																																																									1143	a	pʰ	∅	∅	kʰ	e	n	A	P	∅	∅	K	E	N	7	1	∅	∅	1	7	4																							1144	a	pʰ	∅	∅	kʰ	e	n	A	P	∅	∅	K	E	N	7	1	∅	∅	1	7	4																						
3	0.6000	3	0.6000	2407																																																																																									1143	kʰ	a	pʰ	∅	e	n	∅	K	A	P	∅	E	N	∅	1	7	1	∅	7	4	∅																							1144	kʰ	a	pʰ	∅	e	n	∅	K	A	P	∅	E	N	∅	1	7	1	∅	7	4	∅																						
4	0.8000	2	0.4000	2407																																																																																									1143	e	kʰ	a	pʰ	n	∅	∅	E	K	A	P	N	∅	∅	7	1	7	1	4	∅	∅																							1144	e	kʰ	a	pʰ	n	∅	∅	E	K	A	P	N	∅	∅	7	1	7	1	4	∅	∅																						
5	1.0000	1	0.2000	2407																																																																																									1143	n	e	kʰ	a	∅	∅	∅	N	E	K	A	∅	∅	∅	4	7	1	7	∅	∅	∅																							1144	n	e	kʰ	a	∅	∅	∅	N	E	K	A	∅	∅	∅	4	7	1	7	∅	∅	∅																						
1	0.0909	11	1.0000	2414																							1145	l	∅	∅	∅	u	s	p	L	∅	∅	∅	Y	S	P	5	∅	∅	∅	7	3	1																							1146	l	∅	∅	∅	u	ʃ	p	L	∅	∅	∅	Y	S	P	5	∅	∅	∅	7	3	1	1147	l	∅	∅	∅	u	s	p	L	∅	∅	∅	Y	S	P	5	∅	∅	∅	7	3	1																							1148	l	∅	∅	∅	u	s	p	L	∅	∅	∅	Y	S	P	5	∅	∅	∅	7	3	1																						
2	0.1818	10	0.9091	2414																							1145	u	l	∅	∅	s	p	u	Y	L	∅	∅	S	P	Y	7	5	∅	∅	3	1	7																							1146	u	l	∅	∅	ʃ	p	u	Y	L	∅	∅	S	P	Y	7	5	∅	∅	3	1	7	1147	u	l	∅	∅	s	p	u	Y	L	∅	∅	S	P	Y	7	5	∅	∅	3	1	7																							1148	u	l	∅	∅	s	p	u	Y	L	∅	∅	S	P	Y	7	5	∅	∅	3	1	7																						
3	0.2727	9	0.8182	2414																							1145	s	u	l	∅	p	u	z	S	Y	L	∅	P	Y	S	3	7	5	∅	1	7	3																							1146	ʃ	u	l	∅	p	u	z	S	Y	L	∅	P	Y	S	3	7	5	∅	1	7	3	1147	s	u	l	∅	p	u	z	S	Y	L	∅	P	Y	S	3	7	5	∅	1	7	3																							1148	s	u	l	∅	p	u	z	S	Y	L	∅	P	Y	S	3	7	5	∅	1	7	3																						
4	0.3636	8	0.7273	2414																							1145	p	s	u	l	u	z	i	P	S	Y	L	Y	S	I	1	3	7	5	7	3	7																							1146	p	ʃ	u	l	u	z	i	P	S	Y	L	Y	S	I	1	3	7	5	7	3	7	1147	p	s	u	l	u	z	i	P	S	Y	L	Y	S	I	1	3	7	5	7	3	7																							1148	p	s	u	l	u	z	i	P	S	Y	L	Y	S	I	1	3	7	5	7	3	7																						
5	0.4545	7	0.6364	2414																							1145	u	p	s	u	z	i	g	Y	P	S	Y	S	I	K	7	1	3	7	3	7	1																							1146	u	p	ʃ	u	z	i	g	Y	P	S	Y	S	I	K	7	1	3	7	3	7	1	1147	u	p	s	u	z	i	g	Y	P	S	Y	S	I	K	7	1	3	7	3	7	1																							1148	u	p	s	u	z	i	kʰ	Y	P	S	Y	S	I	K	7	1	3	7	3	7	1																						
6	0.5455	6	0.5455	2414																							1145	z	u	p	s	i	g	tʃ	S	Y	P	S	I	K	T	3	7	1	3	7	1	1																							1146	z	u	p	ʃ	i	g	tʃʰ	S	Y	P	S	I	K	T	3	7	1	3	7	1	1	1147	z	u	p	s	i	g	p	S	Y	P	S	I	K	P	3	7	1	3	7	1	1																							1148	z	u	p	s	i	kʰ	-	S	Y	P	S	I	K	_	3	7	1	3	7	1	0																						
7	0.6364	5	0.4545	2414																							1145	i	z	u	p	g	tʃ	u	I	S	Y	P	K	T	Y	7	3	7	1	1	1	7																							1146	i	z	u	p	g	tʃʰ	a	I	S	Y	P	K	T	A	7	3	7	1	1	1	7	1147	i	z	u	p	g	p	o	I	S	Y	P	K	P	U	7	3	7	1	1	1	7																							1148	i	z	u	p	kʰ	-	e	I	S	Y	P	K	_	E	7	3	7	1	1	0	7																						
8	0.7273	4	0.3636	2414																							1145	g	i	z	u	tʃ	u	-	K	I	S	Y	T	Y	_	1	7	3	7	1	7	0																							1146	g	i	z	u	tʃʰ	a	m	K	I	S	Y	T	A	M	1	7	3	7	1	7	4	1147	g	i	z	u	p	o	-	K	I	S	Y	P	U	_	1	7	3	7	1	7	0																							1148	kʰ	i	z	u	-	e	n	K	I	S	Y	_	E	N	1	7	3	7	0	7	4																						
9	0.8182	3	0.2727	2414																							1145	tʃ	g	i	z	u	-	∅	T	K	I	S	Y	_	∅	1	1	7	3	7	0	∅																							1146	tʃʰ	g	i	z	a	m	∅	T	K	I	S	A	M	∅	1	1	7	3	7	4	∅	1147	p	g	i	z	o	-	∅	P	K	I	S	U	_	∅	1	1	7	3	7	0	∅																							1148	-	kʰ	i	z	e	n	∅	_	K	I	S	E	N	∅	0	1	7	3	7	4	∅																						
10	0.9091	2	0.1818	2414																							1145	u	tʃ	g	i	-	∅	∅	Y	T	K	I	_	∅	∅	7	1	1	7	0	∅	∅																							1146	a	tʃʰ	g	i	m	∅	∅	A	T	K	I	M	∅	∅	7	1	1	7	4	∅	∅	1147	o	p	g	i	-	∅	∅	U	P	K	I	_	∅	∅	7	1	1	7	0	∅	∅																							1148	e	-	kʰ	i	n	∅	∅	E	_	K	I	N	∅	∅	7	0	1	7	4	∅	∅																						
11	1.0000	1	0.0909	2414																							1145	-	u	tʃ	g	∅	∅	∅	_	Y	T	K	∅	∅	∅	0	7	1	1	∅	∅	∅																							1146	m	a	tʃʰ	g	∅	∅	∅	M	A	T	K	∅	∅	∅	4	7	1	1	∅	∅	∅	1147	-	o	p	g	∅	∅	∅	_	U	P	K	∅	∅	∅	0	7	1	1	∅	∅	∅																							1148	n	e	-	kʰ	∅	∅	∅	N	E	_	K	∅	∅	∅	4	7	0	1	∅	∅	∅																						
1	0.1667	6	1.0000	2416																																																																																																															1149	z	∅	∅	∅	i	k	-	S	∅	∅	∅	I	K	_	3	∅	∅	∅	7	1	0																							1150	z	∅	∅	∅	i	g	p	S	∅	∅	∅	I	K	P	3	∅	∅	∅	7	1	1
2	0.3333	5	0.8333	2416																																																																																																															1149	i	z	∅	∅	k	-	a	I	S	∅	∅	K	_	A	7	3	∅	∅	1	0	7																							1150	i	z	∅	∅	g	p	a	I	S	∅	∅	K	P	A	7	3	∅	∅	1	1	7
3	0.5000	4	0.6667	2416																																																																																																															1149	k	i	z	∅	-	a	n	K	I	S	∅	_	A	N	1	7	3	∅	0	7	4																							1150	g	i	z	∅	p	a	n	K	I	S	∅	P	A	N	1	7	3	∅	1	7	4
4	0.6667	3	0.5000	2416																																																																																																															1149	-	k	i	z	a	n	∅	_	K	I	S	A	N	∅	0	1	7	3	7	4	∅																							1150	p	g	i	z	a	n	∅	P	K	I	S	A	N	∅	1	1	7	3	7	4	∅
5	0.8333	2	0.3333	2416																																																																																																															1149	a	-	k	i	n	∅	∅	A	_	K	I	N	∅	∅	7	0	1	7	4	∅	∅																							1150	a	p	g	i	n	∅	∅	A	P	K	I	N	∅	∅	7	1	1	7	4	∅	∅
6	1.0000	1	0.1667	2416																																																																																																															1149	n	a	-	k	∅	∅	∅	N	A	_	K	∅	∅	∅	4	7	0	1	∅	∅	∅																							1150	n	a	p	g	∅	∅	∅	N	A	P	K	∅	∅	∅	4	7	1	1	∅	∅	∅
