COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
4760-16																m̥ j aː n ¹
1881-16																s ə n ¹
4777-16																s ə t ¹
10969-16																s ə n ¹
10970-16																v u ¹
10206-16																s ə n ¹
6565-16																k j aː ŋ ¹
1281-16																ʔ j aː n ¹
10569-16																ˀn a ŋ ¹
6899-16																ⁿd j o ŋ ¹
7081-16																q au ¹
4090-16																ⁿd a m ¹
2197-16																h a m ¹
3352-16																p i ¹
3892-16																ɕ ə t ¹
1071-16																q a m ¹
10313-16																m̥ ai ¹
2671-16																ⁿd j o t ¹
5502-16																f aː k ¹
7382-16																ⁿd ə n ¹
932-16																ts a ŋ ¹
533-16																m̥ ai ¹
4159-16																f u ¹
2804-16																n a k ¹
5451-16																f ai ¹
5773-16																ʔ ai ¹
6933-16																ʔ ai ¹
4657-16																ʔ ai ¹
4658-16																v j aː n ¹
6966-16																h i ¹
5351-16																s a ¹
4073-16																ⁿd o ¹
2163-16																ɕ j aː n ¹
1121-16																f m̥ a ¹
5790-16																s a ŋ ¹
10413-16																m̥ a ¹
6731-16																m̥ a ¹
1645-16																m̥ a ¹
4914-16																m̥ a ¹
6175-16																s a ¹
3092-16																s u n ¹
1247-16																l j aː n ¹
5620-16																m ə u ¹
4897-16																ʁ aːi ¹
4811-16																ˀb a ŋ ¹
1213-16																q au ¹
11019-16																s a ŋ ¹
11020-16																q au ¹
2129-16																t ə p ¹
3211-16																ˀn a ŋ ¹
714-16																n a k ¹
1729-16																q au ¹
3679-16																m̥ a ¹
1054-16																m ˀn i ¹
7448-16																m a m ¹
582-16																n p i ¹
4743-16																f aː n ¹
5419-16																l j aː n ¹
5601-16																t ə n ¹
2705-16																m a m ¹
6381-16																ˀn a ŋ ¹
1017-16																p i ¹
645-16																l j k ¹
273-16																m i t ¹
4338-16																p j aː k ¹
2533-16																p i ¹
1089-16																q aː p ¹
843-16																ˀn a ŋ ¹
2787-16																n̥ ɣ aː t ¹
4462-16																ˀn a ŋ ¹
10918-16																h ə n ¹
6582-16																h u ¹
2070-16																q au ¹
3075-16																n t aː k ¹
10848-16																f u ¹
2480-16																h ə n ¹
2214-16																ʔ ai ¹
7225-16																v ə t ¹
3515-16																ʔ j aː m ¹
2588-16																h ə n ¹
2908-16																p j aː k ¹
2393-16																s a ¹
1156-16																s ai ¹
2374-16																ⁿd o ¹
2146-16																q au ¹
5133-16																ˀn a ŋ ¹
4981-16																m i t ¹
10239-16																m̥ a ¹
599-16																ˀn j aː p ¹
5048-16																q au ¹
6331-16																s a ¹
290-16																ȶʰ ə n ¹
311-16																h aː t ¹
3430-16																m j a ¹
5369-16																m j a ¹
2749-16																ⁿd ə n ¹
2621-16																ˀn j aː p ¹
1181-16																t a p ¹
949-16																d j u ¹
2839-16																t i n ¹
861-16																l j k ¹
6773-16																l j k ¹
5739-16																l j k ¹
5740-16																ts ə t ¹
3550-16																ɕ aː ŋ ¹
4445-16																p aː t ¹
680-16																ˀn a ŋ ¹
817-16																ȶʰ ə n ¹
782-16																p j aː k ¹
10396-16																l j u ¹
4606-16																ˀn a ŋ ¹
5207-16																ˀn a ŋ ¹
7280-16																ˀd m̥ a ¹
6983-16																ʔ j uː t ¹
5168-16																ˀb u ŋ ¹
1264-16																ˀd p u ¹
915-16																t o ¹
1767-16																ts u ŋ ¹
10901-16																ⁿd j aː ŋ ¹
10867-16																ˀd a ŋ ¹
417-16																k w aː ŋ ¹
2285-16																ˀd n a ¹
11002-16																p ɣ i t ¹
6348-16																m̥ ai ¹
6349-16																s ə n ¹
10602-16																h ə n ¹
5654-16																m̥ j aː n ¹
880-16																l e ¹
983-16																ˀn a ŋ ¹
2033-16																ⁿd o ¹
1433-16																m j a ¹
1467-16																q a p ¹
469-16																ʔ j o m ¹
3127-16																m j a ¹
4623-16																s a ¹
7099-16																l j aː k ¹
4726-16																ɕ aː ŋ ¹
10465-16																h ə n ¹
5519-16																h ə n ¹
5893-16																ʔ h aː n ¹
2857-16																t i n ¹
3645-16																h ə n ¹
3032-16																m̥ j aː n ¹
2088-16																v j a n ¹
2463-16																p i ¹
4794-16																n i ¹
4569-16																ˀn u ŋ ¹
4586-16																d p u ¹
4552-16																p i ¹
3228-16																q a ŋ ¹
3245-16																j u ¹
6651-16																l j k ¹
6652-16																ʔ ə n ¹
1817-16																l j k ¹
1818-16																ˀb j aː k ¹
11052-16																n u ¹
1230-16																l j k ¹
3380-16																ˀɣ ə t ¹
8174-16																z u m ¹
8599-16																ʔ j aː m ¹
7782-16																ˀd j a ¹
8294-16																n j ə k ¹
8514-16																h aːi ¹
9669-16																l j aː k ¹
8531-16																p i ¹
7954-16																ʔ u p ¹
9968-16																s a n ¹
8040-16																t o ¹
9304-16																p i ¹
8345-16																t a p ¹
8765-16																p j aː k ¹
8849-16																ɕ aː n ¹
9286-16																ⁿd w aː ŋ ¹
9581-16																f aː n ¹
9267-16																l w a ¹
8497-16																ɕ j ə n ¹
7602-16																t aː p ¹
8431-16																v j a n ¹
10036-16																z u k ¹
10019-16																l j k ¹
9216-16																f e ¹
8074-16																q i t ¹
9511-16																ʔ ə n ¹
8243-16																ʔ j aː m ¹
9250-16																ʔ j o m ¹
7568-16																s a ¹
8832-16																q au ¹
8057-16																f e ¹
7716-16																h u p ¹
9899-16																p i ¹
7585-16																q au ¹
8582-16																m j a ¹
9097-16																l a m ¹
10125-16																v u ¹
9460-16																l aːi ¹
9649-16																p aː t ¹
9870-16																ˀn a p ¹
8680-16																ˀn a m ¹
7699-16																t i t ¹
9001-16																ŋ j aː p ¹
9494-16																t aː p ¹
7666-16																ɕ aː n ¹
9598-16																ˀd f aː k ¹
8023-16																q a m ¹
9053-16																s ə t ¹
10091-16																s aː t ¹
10002-16																t j a ¹
7765-16																t o ¹
8800-16																f e ¹
9934-16																q au ¹
9985-16																ʔ ai ¹
7850-16																t aː p ¹
7816-16																ⁿd a m ¹
8663-16																q a m ¹
8697-16																t i t ¹
9615-16																ʔ j aː n ¹
8362-16																v ə t ¹
8091-16																t ai ¹
8748-16																s a ¹
22-16																t o ¹
11084-16																n p i ¹
7365-16																f aːi ¹
4201-16																n p i ¹
5841-16																f aːi ¹
4640-16																t o ¹
662-16																h ə n ¹
384-16																f aːi ¹
5151-16																f e ¹
1399-16																ⁿd o ¹
5259-16																ʔ j aː t ¹
10353-16																s a ¹
10370-16																h i ¹
7401-16																h a n ¹
2958-16																h i ¹
2770-16																n̥ o ¹
6434-16																l j aː k ¹
6192-16																s ə t ¹
2231-16																h ə t ¹
5116-16																ⁿd o ¹
7297-16																s i t ¹
3731-16																p ə k ¹
748-16																ˀn a ŋ ¹
2180-16																h a m ¹
4107-16																ˀn a m ¹
2688-16																f aː n ¹
616-16																k a n ¹
1898-16																ⁿd a p ¹
203-16																m̥ ai ¹
897-16																ˀb j a ¹
10189-16																ɕ aː ŋ ¹
1592-16																s ə k ¹
6088-16																ⁿd j o ŋ ¹
2975-16																ˀd a m ¹
6714-16																h u n ¹
731-16																q a m ¹
2722-16																j u ¹
5637-16																h i t ¹
765-16																n j aː t ¹
1695-16																ⁿd a m ¹
2112-16																d j u ¹
6634-16																m̥ a ¹
7331-16																s a ¹
7348-16																ˀd a ŋ ¹
6527-16																p i ¹
3568-16																s ə n ¹
4378-16																f aːi ¹
6292-16																ⁿd j o ŋ ¹
3585-16																f aː n ¹
4428-16																ⁿd a m ¹
7046-16																ɕ ɪ ŋ ¹
1915-16																ʔ j aː m ¹
4518-16																k u n ¹
2516-16																l j aːu ¹
4480-16																ʔ ə n ¹
2499-16																ˀb j aː k ¹
5584-16																h o ¹
2429-16																h a ¹
5224-16																q au ¹
3464-16																p f aː k ¹
10142-16																t a n ¹
7159-16																ˀn ə n ¹
6599-16																n ui ¹
10207-16																n ai ¹
6837-16																h ə n ¹
2654-16																f aːi ¹
367-16																n q u t ¹
5858-16																l j aːu ¹
451-16																s ə n ¹
5944-16																h ə n ¹
512-16																l j aː k ¹
7138-16																ʔ au ¹
4845-16																j u ¹
4915-16																h aː t ¹
10570-16																ʔ ai ¹
5300-16																ˀb j aː n ¹
5418-16																t a p ¹
1748-16																m i t ¹
3532-16																ⁿd o ¹
310-16																t a ¹
5368-16																s ə n ¹
4321-16																t ə p ¹
5065-16																f e ¹
5961-16																l j k ¹
1450-16																t o ¹
10430-16																f e ¹
6210-16																ˀd q a ¹
5468-16																h ə n ¹
6685-16																h ai ¹
89-16																p u ¹
153-16																s e ¹
120-16																l a a ¹
50-16																ˀd j a ¹
4947-16																ˀd ə n ¹
8866-16																m j aː k ¹
9165-16																t ə k ¹
7919-16																ⁿd a m ¹
9765-16																s e t ¹
7520-16																ˀɣ u ¹
8883-16																ⁿd o ¹
8565-16																z u ŋ ¹
8646-16																ɕ q ə n ¹
9686-16																ˀd j o t ¹
10108-16																ˀb j aː k ¹
10073-16																ⁿd a m ¹
1536-16																l j u ¹
9131-16																h aː t ¹
8799-16																ɣ aːu ¹
9721-16																ʔ ai ¹
8124-16																ʔ j aː m ¹
8448-16																l a m ¹
8714-16																t a t ¹
5317-16																n u k ¹
1138-16																ˀd j aː n ¹
1502-16																m a t ¹
3109-16																ɕ j a n ¹
3334-16																pʰ a ¹
3840-16																s ə n ¹
3748-16																ˀb j aː k ¹
3015-16																t i p ¹
7262-16																ʔ ə n ¹
10635-16																ˀɣ a k ¹
697-16																j au ¹
5031-16																ˀd j a ¹
1553-16																q a m ¹
224-16																ˀd pʰ aːu ¹
186-16																ⁿd j o ŋ ¹
5185-16																ˀn a ŋ ¹
1484-16																f aːi ¹
1933-16																f i ¹
2939-16																ˀb ə n ¹
1000-16																t aː p ¹
2551-16																q ə n ¹
1646-16																f u ¹
565-16																t au ¹
5552-16																s i t ¹
3159-16																n a ¹
5876-16																ⁿd o ¹
