COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
2821-15															l j a n ¹	
3293-15															ɕ aː a n ¹	
4999-15															ȶ j a ¹	
4039-15															m̥ aː t ¹	
10273-15															m̥ a ¹	
4056-15															ȶ a n ¹	
10503-15															ɕ ȶ a ŋ ¹	
10764-15															m̥ ˀd a ¹	
10765-15															ɕ j a k ¹	
2248-15															m̥ a ¹	
2266-15															m̥ a ¹	
3713-15															ˀb a ŋ ¹	
8399-15															m̥ a ¹	
9782-15															h a t ¹	
8922-15															t a ¹	
9426-15															ˀd a ¹	
7936-15															k a m ¹	
7799-15															m̥ u ¹	
9855-15															l ȶ a ŋ ¹	
9751-15															ȶʰ j a p ¹	
1037-15															m̥ u ¹	
10733-15															ˀd a ¹	
5520-15															t j a ŋ ¹	
1367-15															h aː ŋ ¹	
4124-15															m̥ a ¹	
4218-15															k j a ¹	
6053-15															h a n ¹	
6916-15															ȶ a n ¹	
2446-15															ˀd a ¹	
6469-15															h u n ¹	
6510-15															ɕ ȶ o n ¹	
3414-15															m̥ j o ŋ ¹	
2889-15															m̥ aː a ¹	
4707-15															ˀd j a p ¹	
7418-15															k u m ¹	
5099-15															ȶ a ŋ ¹	
401-15															m̥ a ¹	
5910-15															ȶ a n ¹	
3351-15															t a ¹	
532-15															ˀd a ¹	
1416-15															l u ŋ ¹	
5334-15															ˀd a ¹	
10797-15															l a ¹	
5688-15															m̥ a ¹	
3858-15															z u ¹	
4497-15															ˀd o ¹	
3662-15															ˀd a ¹	
10256-15															l j a ŋ ¹	
4998-15															m̥ u ¹	
4235-15															ˀd a ¹	
6451-15															ˀd a ¹	
5401-15															ɕ j a ¹ ¹	
10884-15															ȶ a ŋ ¹	
5807-15															ˀd a ¹	
7208-15															ˀd a ¹	
799-15															l j u ¹	
3765-15															m̥ a ¹	
3263-15															h u n ¹	
9477-15															ˀd a ¹	
7734-15															ʔ aː aː ŋ ¹	
7902-15															h aː t ¹	
8731-15															ȶ a t ¹	
8968-15															ȶ a n ¹	
8414-15															ɕ aː a n ¹	
8467-15															z a ¹	
9632-15															m̥ u ¹	
9382-15															k u ¹ ¹	
9916-15															k u n ¹	
1-15															ȶ o ŋ ¹	
1800-15															ɕ j a ŋ ¹	
4964-15															l j a k ¹	
6260-15															t a ¹	
5824-15															z a ¹	
3791-15															ɕ j a ŋ ¹	
1784-15															m u ¹	
6934-15															ɕ u ŋ ¹	
7245-15															ˀȵ a t ¹	
2051-15															ˀd u ¹	
6105-15															t j a n ¹	
3500-15															k a ŋ ¹	
4304-15															ˀd a ¹	
2305-15															l ʔ u t ¹	
9181-15															ȶ a n ¹	
8985-15															m̥ a ¹	
9951-15															l j a ¹	
9115-15															t a ¹	
8108-15															ɕ w a t ¹	
7888-15															t u ¹	
7638-15															m w a n ¹	
9887-15															ⁿd j a ¹	
8192-15															ȶ a n ¹	
966-15															ˀd u m ¹	
5981-15															m̥ u ¹	
10619-15															m̥ a ¹	
6882-16																ɣ ɜ t ¹
6485-16																ˀb o n ¹
4690-16																ŋ̊ o n ¹
5671-16																t ŋ̊ aː n ¹
4272-16																l q e p ¹
10935-16																tʰ a ¹
4760-16																s j aː ŋ ¹
1881-16																h aː m ¹
4777-16																ɕ a t ¹
10969-16																h aː m ¹
10970-16																l u ¹
10206-16																h aː m ¹
6565-16																k j o ŋ ¹
1281-16																ʔ j aː n ¹
10569-16																ŋ a m ¹
6899-16																ⁿd j o ŋ ¹
7081-16																ʔ a ¹
4090-16																k a m ¹
2197-16																h aː m ¹
3352-16																ˀd i ¹
3892-16																ɕ a t ¹
1071-16																k a m ¹
10313-16																m̥ a ¹
2671-16																t j e p ¹
5502-16																ɕ a k ¹
7382-16																t o ŋ ¹
932-16																t i ŋ ¹
533-16																m̥ a ¹
4159-16																m̥ a ¹
2804-16																h o p ¹
5451-16																m̥ a ¹
5773-16																ʔ o ¹
6933-16																ʔ o ¹
4657-16																ʔ o ¹
4658-16																s j aː ŋ ¹
6966-16																ɕ i ¹
5351-16																z a ¹
4073-16																ˀd a ¹
2163-16																ɕ j aː ŋ ¹
1121-16																s m a ¹
5790-16																kʰ aː ŋ ¹
10413-16																m̥ a ¹
6731-16																m̥ a ¹
1645-16																m̥ a ¹
4914-16																m̥ a ¹
6175-16																m̥ a ¹
3092-16																ŋ̊ i ŋ ¹
1247-16																l j aː ŋ ¹
5620-16																l j eu ¹
4897-16																m̥ a ¹
4811-16																kʰ o ŋ ¹
1213-16																tʰ a ¹
11019-16																j o ŋ ¹
11020-16																tʰ a ¹
2129-16																q o p ¹
3211-16																ŋ̊ aː n ¹
714-16																ŋ̊ o p ¹
1729-16																tʰ a ¹
3679-16																m̥ a ¹
1054-16																m ˀn eu ¹
7448-16																ŋ a m ¹
582-16																m ɕ i ¹
4743-16																m o ŋ ¹
5419-16																l j a ŋ ¹
5601-16																t i ŋ ¹
2705-16																ŋ a m ¹
6381-16																ŋ̊ o ŋ ¹
1017-16																tʰ a ¹
645-16																l u p ¹
273-16																m ɜ t ¹
4338-16																t j e k ¹
2533-16																ˀd a ¹
1089-16																q u p ¹
843-16																ŋ̊ aː m ¹
2787-16																m̥ ɣ ɜ t ¹
4462-16																ŋ̊ o n ¹
10918-16																h aː m ¹
6582-16																z u ¹
2070-16																tʰ a ¹
3075-16																m t aː k ¹
10848-16																m̥ a ¹
2480-16																t o n ¹
2214-16																tʰ a ¹
7225-16																h aː t ¹
3515-16																ˀb j a m ¹
2588-16																t o n ¹
2908-16																ˀb j e k ¹
2393-16																m̥ a ¹
1156-16																m̥ a ¹
2374-16																ˀd a ¹
2146-16																tʰ a ¹
5133-16																ŋ̊ o m ¹
4981-16																h u t ¹
10239-16																m̥ a ¹
599-16																l a aː k ¹
5048-16																t o ¹
6331-16																z a ¹
290-16																t i ŋ ¹
311-16																h aː t ¹
3430-16																l j aːi ¹
5369-16																l j aːi ¹
2749-16																t o ŋ ¹
2621-16																l j e p ¹
1181-16																t o k ¹
949-16																ȶ j u ¹
2839-16																t o n ¹
861-16																l o t ¹
6773-16																l o t ¹
5739-16																l o t ¹
5740-16																tʰ ɜ t ¹
3550-16																ɕ a ŋ ¹
4445-16																k aː t ¹
680-16																j o ŋ ¹
817-16																t o n ¹
782-16																k j aː t ¹
10396-16																l j u ¹
4606-16																ŋ̊ aː n ¹
5207-16																ŋ̊ o m ¹
7280-16																ȶ m̥ u ¹
6983-16																t j aː t ¹
5168-16																kʰ o ŋ ¹
1264-16																ȶ ʔ u ¹
915-16																t a ¹
1767-16																kʰ o ŋ ¹
10901-16																k j aː ŋ ¹
10867-16																ˀb o ŋ ¹
417-16																k ŋ̊ aː ŋ ¹
2285-16																ˀb n aːi ¹
11002-16																t ɣ aː t ¹
6348-16																m̥ a ¹
6349-16																j o ŋ ¹
10602-16																ˀb o n ¹
5654-16																m j aː ŋ ¹
880-16																l u ¹
983-16																ŋ̊ aː n ¹
2033-16																t o ¹
1433-16																t m̥ aːi ¹
1467-16																t u p ¹
469-16																t j a m ¹
3127-16																l j aːi ¹
4623-16																z a ¹
7099-16																l j eu k ¹
4726-16																ɕ j aː ŋ ¹
10465-16																ˀb aː ŋ ¹
5519-16																h aː m ¹
5893-16																l w o n ¹
2857-16																t o n ¹
3645-16																ŋ̊ aː ŋ ¹
3032-16																s j aː ŋ ¹
2088-16																s j aː ŋ ¹
2463-16																ʔ u ¹
4794-16																m̥ i ¹
4569-16																j o ŋ ¹
4586-16																t ʔ u ¹
4552-16																tʰ a ¹
3228-16																q o ŋ ¹
3245-16																j a ¹
6651-16																l o t ¹
6652-16																ˀb aː ŋ ¹
1817-16																l o t ¹
1818-16																ˀb j e k ¹
11052-16																n u ¹
1230-16																l o t ¹
3380-16																h aː t ¹
8174-16																h aː m ¹
8599-16																ˀb j a m ¹
7782-16																t j aːu ¹
8294-16																l ɕ e k ¹
8514-16																m̥ a ¹
9669-16																l j eu k ¹
8531-16																p a ¹
7954-16																ʔ u p ¹
9968-16																k aː m ¹
8040-16																tʰ a ¹
9304-16																ˀd a ¹
8345-16																q o p ¹
8765-16																ȶ o k ¹
8849-16																s aː ŋ ¹
9286-16																k aː ŋ ¹
9581-16																m o ŋ ¹
9267-16																l l a ¹
8497-16																t ȶ aː ŋ ¹
7602-16																h o p ¹
8431-16																s j aː ŋ ¹
10036-16																h u p ¹
10019-16																l o t ¹
9216-16																m̥ a ¹
8074-16																q o t ¹
9511-16																ˀb o n ¹
8243-16																ɕ j a m ¹
9250-16																t j e m ¹
7568-16																z a ¹
8832-16																ʔ u ¹
8057-16																m̥ a ¹
7716-16																h aː p ¹
9899-16																ˀd a ¹
7585-16																tʰ a ¹
8582-16																m j aːi ¹
9097-16																h a m ¹
10125-16																m̥ a ¹
9460-16																l a ¹
9649-16																k ɜ t ¹
9870-16																ŋ a p ¹
8680-16																ŋ a m ¹
7699-16																t o t ¹
9001-16																m j aː k ¹
9494-16																t o p ¹
7666-16																ɕ a ŋ ¹
9598-16																t m e k ¹
8023-16																k a m ¹
9053-16																ɕ aː t ¹
10091-16																s j aː k ¹
10002-16																t j aːu ¹
7765-16																t a ¹
8800-16																m̥ a ¹
9934-16																tʰ a ¹
9985-16																ʔ o ¹
7850-16																t o p ¹
7816-16																k aː m ¹
8663-16																k o m ¹
8697-16																t o t ¹
9615-16																t j aː ŋ ¹
8362-16																t ɜ t ¹
8091-16																t a ¹
8748-16																z a ¹
22-16																ˀd a ¹
11084-16																h ˀd aːu ¹
7365-16																m̥ a ¹
4201-16																s ɕ i ¹
5841-16																z a ¹
4640-16																tʰ a ¹
662-16																ŋ̊ o n ¹
384-16																m̥ a ¹
5151-16																m̥ a ¹
1399-16																t o ¹
5259-16																tʰ j ɜ t ¹
10353-16																z a ¹
10370-16																m̥ i ¹
7401-16																h aː m ¹
2958-16																ɕ i ¹
2770-16																m̥ o ¹
6434-16																l j o k ¹
6192-16																ɕ a t ¹
2231-16																h o t ¹
5116-16																ʔ a ¹
7297-16																s j u p ¹
3731-16																ˀb o k ¹
748-16																ŋ a m ¹
2180-16																h a m ¹
4107-16																ŋ a m ¹
2688-16																l o ŋ ¹
616-16																kʰ o ŋ ¹
1898-16																ɣ a ¹ ¹
203-16																m̥ a ¹
897-16																ˀb j aːi ¹
10189-16																ɕ j aː ŋ ¹
1592-16																h o t ¹
6088-16																t j aː ŋ ¹
2975-16																kʰ o ŋ ¹
6714-16																h aː m ¹
731-16																k a m ¹
2722-16																j u ¹
5637-16																h aː t ¹
765-16																l s o k ¹
1695-16																k a m ¹
2112-16																ȶ j u ¹
6634-16																m̥ a ¹
7331-16																m̥ a ¹
7348-16																kʰ aː ŋ ¹
6527-16																ˀd i ¹
3568-16																z o n ¹
4378-16																m̥ a ¹
6292-16																t j aː n ¹
3585-16																m aː ŋ ¹
4428-16																k a m ¹
7046-16																ɕ a ŋ ¹
1915-16																ɕ j a m ¹
4518-16																kʰ o ŋ ¹
2516-16																s o eu ¹
4480-16																ˀb aː ŋ ¹
2499-16																ˀb j e k ¹
5584-16																ʔ o ¹
2429-16																z o ¹
5224-16																tʰ a ¹
3464-16																k m a k ¹
10142-16																ˀb o n ¹
7159-16																h aː ŋ ¹
6599-16																n a ¹
10207-16																m̥ a ¹
6837-16																ŋ̊ o ŋ ¹
2654-16																z a ¹
367-16																m j u k ¹
5858-16																ŋ̊ aː aːi ¹
451-16																h aː ŋ ¹
5944-16																h aː ŋ ¹
512-16																l j aː k ¹
7138-16																ʔ o ¹
4845-16																l a ¹
4915-16																h aː t ¹
10570-16																ˀd u ¹
5300-16																ˀb j aː ŋ ¹
5418-16																ȶ o ¹ ¹
1748-16																h aː t ¹
3532-16																ˀd a ¹
310-16																t a ¹
5368-16																ŋ̊ aː ŋ ¹
4321-16																h o p ¹
5065-16																tʰ a ¹
5961-16																ŋ̊ aː t ¹
1450-16																tʰ a ¹
